Datetime,P0001,P0002,P0003,P0004,P0005,P0006,P0007,P0008,P0009,P0010,P0011,P0012,P0013,P0014,P0015,P0016,P0017,P0018,P0019,P0020,P0021,P0022,P0023,P0024,P0025,P0026,P0027,P0028,P0029,P0030,P0031,P0032,P0033,P0034,P0035,P0036,P0037,P0038,P0039,P0040,P0041,P0042,P0043,P0044,P0045,P0046,P0047,P0048,P0049,P0050,P0051,P0052,P0053,P0054,P0055,P0056,P0057,P0058,P0059,P0060,P0061,P0062,P0063,P0064,P0065,P0066,P0067,P0068,P0069,P0070,P0071,P0072,P0073,P0074,P0075,P0076,P0077,P0078,P0079,P0080,P0081,P0082,P0083,P0084,P0085,P0086,P0087,P0088,P0089,P0090,P0091,P0092,P0093,P0094,P0095,P0096,P0097,P0098,P0099,P0100
2025-06-10 06:19:38,52.63,84.51,92.99,51.19,8885.96,8209.54,8740.66,1106.42,1146.01,1066.2,1123.71,1177.51,1193.78,1206.03,1059.36,1058.31,1213.56,609.59,461.62,469.84,560.76,551.15,499.71,524.04,608.7,570.79,477.5,25.74,19.07,27.37,29.65,24.53,322.87,298.33,181.86,242.32,337.53,104.23,97.58,102.51,106.61,101.53,1407.72,1430.37,1391.48,1263.84,1106.98,3375.15,3330.87,3716.89,2125.23,3788.03,408.64,477.51,551.67,515.8,560.11,455.7,380.82,543.54,2563.19,4114.57,1962.94,4064.19,4662.51,69.35,52.54,71.37,55.03,58.1,281.46,243.44,204.42,262.78,257.1,3.12,2.69,0.59,3.65,4.82,0.29,4.9,0.19,2.27,3.3,21.94,11.63,28.12,50.62,40.7,94.3,99.07,56.15,92.84,83.39,21.33,17.27,27.64,28.07,25.12
2025-06-10 06:19:39,52.0,106.32,80.47,98.09,8066.49,8764.42,8643.11,1047.41,1160.26,1154.01,1215.65,1102.06,1139.71,1193.09,1105.05,1220.0,1076.62,556.61,526.41,591.84,486.0,614.84,464.36,463.98,525.96,507.63,585.23,23.34,19.15,17.36,16.74,18.07,323.32,254.78,337.78,231.97,344.28,108.16,99.91,104.7,103.63,106.82,1569.49,1480.79,1233.31,1352.3,1572.42,3314.06,4316.81,2860.02,1701.04,1604.51,564.18,562.05,386.83,561.35,475.4,470.33,502.15,444.16,4226.34,2321.19,5144.69,4924.55,4314.6,76.81,45.9,54.56,56.95,65.81,244.46,214.91,246.9,258.99,298.83,1.98,3.65,4.48,2.92,2.75,1.67,0.84,0.3,1.25,3.15,51.65,30.18,35.34,89.28,52.94,75.43,87.13,80.45,38.83,77.99,11.38,29.39,21.06,9.62,27.01
2025-06-10 06:19:40,68.82,93.01,54.12,71.33,8014.98,8166.3,9568.77,1128.73,1172.13,1218.28,1179.24,1032.19,1123.57,1064.65,1046.67,1201.67,1094.69,609.6,600.51,475.01,557.9,578.9,514.54,485.85,596.83,578.87,498.88,39.98,21.81,27.73,34.8,21.1,232.21,303.79,225.24,368.58,336.75,110.0,95.83,98.47,107.6,108.51,1289.66,1489.87,1517.45,1239.21,1240.41,4457.94,1947.06,3643.92,3514.47,1386.85,486.7,534.86,458.86,509.4,448.9,552.02,435.37,471.26,3284.91,1949.52,4991.36,2970.98,4062.64,64.59,71.15,67.82,72.29,48.31,252.13,244.91,217.03,215.2,286.05,0.49,2.17,3.56,1.33,4.67,1.6,1.4,4.19,2.0,1.65,69.18,52.74,20.69,82.7,57.72,98.81,74.4,55.52,95.99,75.76,17.21,12.85,20.55,29.67,24.65
2025-06-10 06:19:41,101.23,91.63,104.7,99.86,9413.58,8576.57,9486.18,1042.63,1164.72,1057.27,1116.53,1089.48,1111.46,1166.12,1070.39,1176.51,1208.44,542.07,571.42,484.11,494.45,485.97,473.79,539.3,611.06,601.15,545.01,22.6,39.23,18.02,19.95,21.61,340.34,327.01,366.31,207.4,321.65,104.6,99.51,96.55,102.19,102.3,1549.02,1351.14,1101.38,1321.3,1376.4,831.51,3748.33,3575.28,1346.5,759.76,495.67,413.21,462.71,453.16,389.31,386.24,505.91,533.21,1609.45,4869.46,5495.22,4954.96,3884.12,72.75,78.47,64.76,53.28,66.17,220.58,223.31,226.43,275.05,295.99,3.79,0.28,4.2,3.28,2.92,0.55,4.09,4.48,2.93,1.26,71.61,35.33,30.86,81.03,73.97,84.75,33.61,43.38,60.3,90.76,5.05,10.5,15.5,23.7,13.73
2025-06-10 06:19:42,81.43,64.58,74.18,89.81,8874.86,9629.72,8639.12,1219.02,1208.44,1105.52,1159.13,1204.49,1128.72,1102.5,1173.06,1084.99,1055.75,590.92,511.44,616.4,560.05,472.02,536.65,483.52,582.64,596.22,567.69,33.33,21.82,19.91,33.34,23.95,302.55,345.25,324.6,292.11,349.59,95.35,96.41,105.25,95.01,105.6,1573.69,1114.65,1462.07,1100.13,1299.01,3219.75,3517.4,1800.58,2663.12,1883.34,541.08,506.69,416.87,386.54,440.82,450.97,387.25,382.51,5102.22,2803.52,2408.77,1996.61,3872.88,71.84,69.59,56.8,56.6,57.53,257.15,272.81,230.04,277.59,212.45,1.41,3.3,3.31,4.62,3.66,0.31,2.35,1.6,0.85,2.05,70.68,28.33,17.62,15.55,27.72,78.79,70.1,41.14,78.21,18.57,18.28,25.34,23.53,15.67,16.7
2025-06-10 06:19:43,66.84,63.29,83.13,86.81,9228.85,8303.32,9476.09,1091.25,1181.17,1034.46,1080.75,1112.52,1075.99,1128.69,1218.62,1085.35,1180.08,561.24,575.47,598.49,459.96,573.28,534.37,593.92,463.15,541.87,579.49,24.28,38.42,38.66,37.03,21.88,353.05,379.38,214.18,358.55,364.85,102.43,109.56,107.28,106.95,97.19,1211.22,1349.8,1316.19,1510.25,1599.04,1045.64,4267.83,1936.11,970.31,3991.88,461.81,520.05,558.51,408.87,383.85,509.21,382.42,450.62,5402.21,3110.91,3837.61,2747.4,2146.79,58.99,54.02,62.38,76.29,59.2,237.26,281.72,283.07,220.74,244.1,2.23,4.21,4.82,0.61,1.92,3.48,2.82,2.49,2.6,2.31,13.22,95.1,64.49,26.69,35.84,72.82,67.39,91.34,95.28,55.13,15.05,6.52,7.4,16.04,28.67
2025-06-10 06:19:44,58.72,57.64,94.56,91.11,9222.55,9516.7,8271.98,1207.55,1048.17,1164.36,1124.45,1107.66,1175.2,1084.53,1096.0,1201.56,1086.4,518.66,596.26,459.44,477.83,556.14,538.31,475.07,528.39,614.44,451.44,38.44,19.38,39.19,29.83,29.14,213.17,206.2,327.95,220.25,205.47,106.19,106.05,97.14,99.63,106.09,1243.03,1116.1,1436.01,1443.33,1475.9,2291.63,2292.46,2256.01,2129.92,2561.42,531.1,560.78,537.69,549.92,530.8,470.25,565.94,518.2,4714.45,3672.05,1906.94,2000.47,3163.45,53.02,71.31,79.62,50.81,52.62,217.66,226.68,203.33,291.08,257.49,1.09,2.83,0.27,0.99,1.72,3.18,0.48,3.04,0.81,4.11,73.53,47.64,21.87,22.69,50.26,97.8,19.45,12.62,50.24,77.84,29.47,18.61,19.07,5.44,11.75
2025-06-10 06:19:45,105.52,70.54,105.4,93.39,8740.04,9750.99,8230.8,1110.7,1149.15,1211.48,1151.61,1081.95,1032.6,1163.86,1091.37,1141.57,1043.89,535.27,497.71,461.85,475.07,572.77,503.45,519.81,488.64,614.33,467.78,39.11,18.75,34.52,22.99,29.47,182.27,280.25,348.25,314.9,287.67,105.81,106.49,96.48,95.89,103.93,1468.16,1188.69,1521.84,1164.0,1131.19,3707.01,4234.57,3546.71,572.27,2254.98,438.51,567.99,505.63,489.55,526.15,422.16,561.76,506.65,2618.64,2197.86,2156.95,5234.08,1565.06,69.1,78.48,62.6,47.16,49.21,222.1,285.07,228.17,248.79,279.58,2.03,2.2,3.65,3.46,2.26,1.4,2.4,1.62,3.44,2.45,63.76,81.42,22.69,90.16,46.58,20.35,81.38,10.65,20.57,36.6,27.99,24.53,27.7,18.87,19.08
2025-06-10 06:19:46,76.85,42.96,51.22,85.47,7815.93,8127.74,8213.73,1030.1,1168.32,1214.88,1058.02,1202.24,1160.73,1100.87,1034.01,1208.1,1122.14,540.63,482.87,534.45,540.71,493.76,529.77,564.01,465.19,560.14,475.12,26.43,21.5,18.86,33.87,15.06,244.88,371.45,210.86,282.59,378.36,95.65,105.03,103.11,106.27,104.97,1157.9,1251.43,1399.79,1313.84,1582.87,1060.13,3334.49,711.51,1659.16,2590.82,536.73,530.39,500.14,534.82,502.45,468.16,566.52,446.67,2099.18,1701.64,1837.29,5347.31,4167.17,56.81,71.78,79.51,71.29,74.8,223.35,237.41,282.51,209.87,243.16,1.32,1.35,0.14,1.45,0.86,3.67,3.21,1.27,0.11,1.7,85.75,91.48,26.76,99.43,81.54,30.57,43.52,13.57,49.5,92.81,24.73,16.98,17.06,18.32,27.86
2025-06-10 06:19:47,67.94,67.15,44.65,60.51,8722.12,8302.64,8811.5,1081.83,1074.26,1181.34,1078.41,1134.95,1167.12,1140.79,1109.36,1181.97,1203.14,594.9,617.9,459.65,458.24,476.07,532.04,487.25,567.32,608.43,466.37,32.46,19.37,29.4,19.34,31.99,286.34,262.71,261.31,232.83,346.78,98.88,107.54,98.68,102.08,105.38,1180.21,1569.72,1358.49,1354.18,1271.85,2188.49,3793.28,2538.27,3205.23,1752.46,476.0,530.25,513.48,384.47,468.34,425.56,540.07,429.41,4266.0,1542.59,2496.76,4459.34,5140.5,76.36,69.83,49.55,55.61,52.75,277.14,217.73,250.8,246.66,262.91,2.76,0.93,1.74,3.89,4.35,4.15,3.45,3.87,4.01,2.65,54.09,54.45,95.64,22.39,70.01,24.72,57.49,24.76,48.61,95.44,14.75,28.18,15.43,11.49,21.29
2025-06-10 06:19:48,59.64,52.38,104.78,87.37,9622.25,8996.11,9256.94,1209.92,1163.42,1198.14,1041.77,1090.18,1132.79,1116.63,1040.4,1123.77,1095.17,512.95,583.76,537.67,603.14,596.22,550.09,526.09,491.22,499.75,548.3,17.2,29.44,32.96,37.72,20.9,270.47,310.08,307.23,218.67,373.04,101.02,106.88,97.26,105.27,104.45,1402.32,1535.72,1164.15,1159.69,1335.32,2073.05,2785.36,3185.0,4279.6,1455.16,392.62,551.38,410.42,498.54,408.67,400.1,391.18,504.51,3291.84,2186.89,3600.37,4430.06,4556.73,73.52,79.55,49.05,71.21,52.26,288.16,220.27,280.55,219.9,248.89,2.5,3.64,0.81,1.44,4.04,2.16,3.81,3.15,0.41,1.5,36.6,15.0,49.16,49.63,97.35,85.66,93.84,72.9,75.54,29.3,22.79,21.13,19.95,25.82,7.4
2025-06-10 06:19:49,66.18,72.45,42.62,48.12,8934.85,9010.51,8327.85,1119.73,1158.3,1148.51,1171.53,1179.42,1163.81,1160.24,1194.29,1066.9,1177.71,583.68,614.55,493.88,457.63,492.78,591.49,460.25,615.59,492.22,485.0,35.26,33.05,26.61,36.62,21.24,229.7,346.56,309.7,364.07,329.34,99.6,106.8,108.72,100.72,101.72,1509.6,1596.42,1519.41,1435.27,1409.34,4483.19,3055.37,3170.42,1282.09,2039.01,484.01,547.13,547.13,452.09,546.76,542.15,541.34,559.86,2466.91,2366.29,1681.86,2273.2,4053.78,48.99,57.23,73.72,61.46,76.41,213.14,231.36,298.38,269.96,217.56,4.11,2.18,0.54,2.28,3.3,2.86,1.58,2.74,1.95,0.76,27.29,94.26,29.51,83.45,58.34,13.12,85.58,21.49,95.99,38.4,5.33,7.65,18.63,27.86,12.23
2025-06-10 06:19:50,62.77,103.37,104.57,102.53,9128.4,8429.38,8888.95,1065.4,1192.78,1203.3,1088.59,1085.07,1089.31,1164.54,1216.53,1154.95,1200.58,496.94,468.39,588.89,565.79,466.44,566.76,618.45,521.5,601.96,547.53,32.29,16.79,34.78,22.07,26.57,196.56,334.94,314.39,181.61,257.87,108.96,95.41,104.47,100.23,97.47,1512.22,1148.55,1184.24,1236.95,1173.46,750.58,3677.79,4114.66,3291.92,652.76,502.67,462.56,501.73,464.08,459.7,548.5,561.49,480.1,3543.73,5000.58,2435.81,4532.46,4684.54,55.58,61.43,75.46,76.79,55.97,251.56,226.42,203.84,262.55,296.54,3.43,2.01,1.18,3.21,3.34,1.82,2.94,0.95,0.7,1.59,26.5,36.99,58.75,56.83,66.38,74.85,76.54,40.73,25.66,83.35,18.37,7.87,12.21,27.41,25.34
2025-06-10 06:19:51,50.08,57.72,63.07,46.39,8821.04,9590.9,7698.36,1067.78,1108.93,1064.38,1125.93,1117.72,1073.47,1212.55,1147.66,1170.41,1107.31,474.64,472.47,564.55,578.56,507.96,529.9,520.41,604.96,480.45,577.39,23.02,15.23,23.65,18.03,25.37,259.44,201.07,225.14,282.2,192.5,104.18,102.38,106.11,109.62,99.54,1482.32,1551.79,1423.78,1110.59,1175.5,1864.61,4046.47,4462.1,3965.54,856.51,463.14,542.2,536.98,435.94,468.94,507.76,468.72,528.37,1735.55,1915.32,4825.12,2330.0,3230.28,53.91,59.86,64.02,64.87,56.91,297.68,280.46,209.08,204.54,265.48,3.6,2.96,4.66,4.22,0.95,2.83,2.15,2.04,1.99,1.8,91.48,18.69,24.64,44.02,17.18,64.41,88.32,13.65,53.82,57.16,23.59,13.0,7.17,25.26,28.19
2025-06-10 06:19:52,59.77,51.25,74.79,84.62,9689.75,8119.62,7557.51,1177.91,1216.51,1152.49,1112.08,1149.08,1147.2,1176.56,1208.64,1035.67,1103.26,540.79,540.07,542.86,525.3,518.43,613.94,543.25,491.48,517.12,555.42,22.36,15.38,33.1,37.01,19.22,276.96,356.83,223.12,228.87,328.99,107.05,96.02,99.44,97.27,103.76,1351.21,1577.22,1273.03,1354.83,1156.69,3363.53,4423.46,4325.23,3737.83,1081.84,511.5,406.15,432.55,542.34,411.35,399.74,515.12,517.92,5003.6,4635.95,3950.41,4905.34,5292.96,63.62,74.61,75.43,68.79,51.87,214.93,268.44,289.25,253.78,203.31,0.36,0.56,2.52,4.36,4.94,1.74,0.36,3.19,3.67,2.2,36.22,59.86,64.02,91.52,14.62,87.6,86.97,16.82,48.39,50.72,10.13,27.18,17.15,25.21,5.7
2025-06-10 06:19:53,80.53,90.01,84.76,54.58,8168.49,7506.58,9735.8,1132.42,1169.21,1156.96,1116.41,1100.63,1122.99,1173.71,1075.77,1157.57,1145.89,554.37,569.43,509.88,600.2,596.0,592.07,529.9,482.76,499.16,466.18,27.03,36.91,30.36,20.34,25.44,224.79,324.76,379.6,187.25,196.94,95.53,107.93,95.6,103.03,97.9,1326.27,1231.03,1540.51,1156.32,1311.26,1996.06,3139.26,2152.06,4432.71,3026.68,489.32,558.58,523.41,402.84,443.55,483.06,388.1,461.73,3136.33,2124.35,1652.36,5302.13,3755.04,57.15,66.76,79.12,59.49,65.82,267.02,244.83,264.81,282.36,297.57,1.65,2.38,1.14,2.67,2.27,4.94,3.31,4.02,2.94,4.36,25.7,54.3,99.18,85.27,73.62,71.28,65.27,14.62,70.45,80.35,18.82,8.83,26.66,6.83,25.43
2025-06-10 06:19:54,59.9,55.92,98.19,106.42,9256.99,7974.64,7531.16,1154.38,1203.37,1202.84,1189.26,1161.13,1205.92,1038.17,1178.32,1049.95,1130.55,456.88,497.35,581.22,522.12,572.35,608.89,505.81,595.52,565.63,468.06,33.9,38.44,23.85,20.27,21.9,332.35,325.98,273.09,246.97,188.04,100.27,106.68,108.87,100.51,96.82,1131.61,1327.84,1471.29,1171.82,1110.2,4196.24,4064.67,2524.83,3296.0,1393.6,396.8,457.13,491.54,493.49,472.66,383.01,514.69,556.4,4545.88,4077.58,4758.07,1976.79,3007.21,73.99,55.59,50.21,79.47,68.87,285.04,208.65,225.21,290.34,237.53,4.99,3.32,0.74,2.44,0.29,1.1,2.67,2.35,0.2,3.22,74.16,97.51,11.14,46.86,24.59,46.13,67.45,23.22,88.28,92.1,25.63,22.94,12.91,20.63,11.75
2025-06-10 06:19:55,59.72,44.29,69.24,43.89,9286.68,8684.74,8397.01,1203.05,1153.9,1104.22,1095.42,1124.91,1072.72,1086.49,1104.6,1207.71,1173.53,452.81,456.45,478.23,513.92,590.16,541.5,536.64,466.05,523.07,495.49,26.51,39.28,38.99,38.13,25.37,248.73,316.93,196.47,214.65,209.17,106.27,99.35,99.24,105.85,105.37,1494.64,1379.83,1423.21,1208.57,1247.96,2715.55,3102.74,2781.98,3160.15,2779.52,455.64,469.87,569.62,473.81,478.56,457.11,523.65,532.44,3988.5,2659.99,4802.82,4977.5,2872.98,76.06,58.69,79.94,52.24,73.2,226.23,287.17,270.0,217.41,272.48,3.89,3.63,4.64,4.68,0.54,2.59,0.19,2.36,2.15,0.68,37.95,83.38,84.7,46.2,23.66,85.84,66.2,21.26,50.53,61.96,15.74,19.9,21.24,22.65,23.08
2025-06-10 06:19:56,106.65,98.59,87.94,63.04,8156.63,9024.21,8586.65,1096.06,1095.34,1072.52,1175.98,1109.34,1101.6,1103.54,1119.92,1101.29,1066.96,451.5,488.42,580.87,558.11,459.06,495.82,599.03,508.72,575.19,575.71,37.48,31.02,17.26,21.59,18.67,238.56,317.98,356.63,322.1,205.07,104.97,104.47,108.82,96.02,101.65,1298.13,1378.03,1413.75,1427.83,1417.96,873.01,4431.69,581.33,1650.45,3772.87,400.1,452.11,502.78,422.17,398.17,436.4,443.93,439.01,3652.59,5361.85,4580.62,4404.46,1631.46,50.43,63.56,66.6,68.98,54.13,239.42,234.25,275.72,201.47,268.04,1.37,4.84,0.92,2.89,0.13,0.47,1.95,2.02,3.3,0.8,20.23,93.6,37.05,23.25,25.26,98.29,15.4,35.0,17.0,45.63,7.6,20.57,11.02,20.62,9.97
2025-06-10 06:19:57,84.04,46.69,65.54,74.24,9682.91,8347.83,9569.42,1075.59,1207.49,1183.56,1202.41,1187.4,1042.89,1201.66,1139.66,1058.4,1044.98,615.57,562.53,596.84,608.91,534.5,524.8,613.16,543.52,473.81,459.19,24.1,25.71,32.74,37.79,18.46,268.69,197.67,199.21,268.71,307.59,98.03,100.95,97.54,97.2,100.52,1422.78,1127.05,1411.59,1492.86,1287.59,2585.07,2580.96,3630.59,2895.07,2199.3,470.94,414.88,383.0,470.78,480.45,560.2,549.99,565.2,2799.85,2860.05,4246.98,1787.66,2752.91,66.43,76.36,60.64,60.98,65.75,211.44,230.89,286.31,279.89,237.41,1.01,2.07,4.27,0.41,0.39,1.86,2.96,2.25,1.62,4.89,26.33,92.43,10.62,88.69,70.08,38.56,77.96,96.65,96.56,16.23,19.29,8.01,27.07,22.7,12.13
2025-06-10 06:19:58,47.09,67.37,90.47,103.39,8726.36,8376.56,8560.5,1208.27,1195.93,1177.7,1074.53,1206.07,1034.32,1047.44,1218.17,1192.47,1204.22,518.38,545.92,540.72,535.69,466.31,549.23,460.26,557.36,508.53,498.8,31.66,26.95,35.94,17.11,22.55,183.33,223.05,301.47,201.1,345.91,107.49,95.95,98.22,108.78,98.96,1576.12,1486.36,1146.02,1303.72,1546.99,4476.95,4018.25,1581.93,3642.14,1928.16,524.11,464.62,417.84,567.76,413.71,428.91,496.44,540.8,2428.12,3174.04,3515.94,5216.5,4181.25,58.94,70.1,54.05,46.61,75.25,241.46,238.22,292.43,249.1,209.05,2.6,4.84,3.23,4.77,0.75,1.14,4.88,3.61,2.72,4.4,56.86,21.94,66.67,39.98,72.06,35.84,46.26,20.07,94.64,81.33,19.14,28.45,5.89,20.48,20.26
2025-06-10 06:19:59,50.18,57.8,63.28,62.53,9261.04,7933.6,9376.66,1072.76,1157.23,1157.33,1063.3,1198.68,1196.37,1152.07,1205.77,1130.9,1196.47,568.56,583.41,611.47,493.73,582.91,556.81,473.3,522.01,568.65,572.92,24.1,25.0,15.28,24.95,19.87,212.45,372.09,312.92,293.01,361.88,101.89,105.61,106.4,107.52,101.21,1350.0,1292.53,1241.02,1434.22,1265.34,3925.17,1623.83,3706.48,772.07,1693.58,507.05,555.63,427.15,530.26,459.74,496.03,474.15,393.83,4683.78,2257.88,3563.27,2447.34,2409.23,50.62,68.63,45.96,77.03,74.19,235.69,251.08,219.4,261.19,208.89,3.8,3.2,3.44,2.16,0.85,2.5,3.56,2.19,4.16,1.88,98.27,97.57,18.58,94.73,88.05,50.02,45.72,57.31,81.16,39.46,5.77,22.08,18.65,28.85,29.45
2025-06-10 06:20:00,92.29,77.88,103.48,95.62,9227.87,7978.77,9736.24,1166.86,1179.9,1076.35,1213.59,1203.38,1210.03,1212.09,1040.26,1190.56,1182.01,459.81,527.34,490.66,571.98,459.0,461.93,601.95,550.29,504.55,545.26,20.32,36.78,31.2,16.0,23.44,304.76,186.0,292.5,185.05,373.6,107.9,102.1,104.14,107.6,101.74,1125.42,1366.72,1524.56,1283.55,1441.2,2441.13,3280.88,844.67,4008.44,4168.04,521.4,490.73,566.17,451.44,545.55,556.01,393.05,564.41,2153.32,4069.09,1852.13,4443.89,2411.93,69.96,71.14,76.52,50.23,64.82,232.49,203.08,290.74,245.22,221.17,4.66,3.12,4.51,2.61,0.34,4.51,1.97,1.89,2.92,2.39,86.29,78.1,40.98,42.53,16.16,39.56,25.36,12.08,18.08,68.39,14.87,22.87,20.05,9.69,17.21
2025-06-10 06:20:01,90.23,57.24,43.07,49.47,9395.7,7811.46,8217.75,1052.09,1206.35,1056.47,1147.95,1060.84,1097.56,1199.26,1167.07,1078.11,1208.33,569.48,590.15,589.06,459.95,480.86,505.38,553.61,509.25,472.13,507.42,24.49,18.29,33.18,15.81,37.35,321.89,291.59,344.52,280.13,313.25,99.88,107.49,104.38,100.89,103.24,1277.94,1365.74,1277.16,1543.77,1317.43,1286.67,2018.16,1426.07,721.79,4179.95,429.6,512.91,531.84,561.13,561.55,533.24,496.06,529.07,1907.25,4164.65,5145.99,3237.96,4171.97,52.7,54.85,60.41,63.8,68.48,205.93,209.77,214.46,266.26,262.51,0.95,4.17,0.23,3.39,3.94,4.02,0.89,1.09,0.57,4.14,45.03,57.93,95.52,67.91,63.89,71.17,14.19,26.85,17.88,45.6,10.77,10.93,10.67,27.36,24.78
2025-06-10 06:20:02,44.26,58.41,64.26,69.37,9571.89,8535.94,8851.08,1063.91,1218.84,1150.96,1155.77,1173.09,1133.77,1156.31,1087.18,1164.31,1170.82,456.64,618.4,459.29,501.54,521.66,616.65,529.01,545.37,604.73,492.97,20.58,32.84,33.28,31.74,25.96,289.6,367.06,378.42,336.57,286.87,97.77,99.85,95.72,98.28,103.68,1566.52,1113.6,1408.88,1260.09,1475.88,4097.62,2871.18,1295.89,1820.65,3180.31,567.94,450.83,531.84,393.12,535.66,464.67,561.01,523.68,5140.79,2306.56,4830.19,3962.57,5096.22,68.44,56.57,79.39,78.71,46.83,253.27,255.49,212.21,285.18,237.56,4.55,1.77,2.53,4.63,0.73,4.24,0.32,2.58,3.41,2.02,50.74,65.16,77.54,83.41,36.79,27.22,65.17,50.5,36.53,87.59,8.83,17.4,15.56,15.01,7.53
2025-06-10 06:20:03,96.43,76.3,86.37,82.06,9159.17,8368.42,8356.59,1077.74,1201.73,1039.54,1162.28,1121.25,1096.24,1082.91,1053.53,1142.42,1210.95,456.64,535.31,497.27,495.2,501.38,597.98,588.35,501.21,560.82,486.89,19.33,34.48,38.88,15.06,27.57,213.0,212.7,273.26,239.28,369.71,108.51,104.74,101.46,99.26,108.79,1276.56,1295.25,1129.16,1205.91,1411.55,3150.25,1005.78,1077.14,4087.41,2001.27,468.72,467.25,508.02,510.22,560.98,392.68,455.08,409.27,2553.73,3064.84,2548.06,5200.98,2399.05,49.67,73.73,56.97,77.83,60.65,225.56,239.08,288.86,215.67,234.86,1.6,0.94,0.93,3.16,3.6,0.94,3.86,3.21,2.36,0.36,38.8,51.85,47.92,93.32,41.75,72.97,60.77,16.13,58.21,85.32,26.45,21.49,9.75,18.79,21.84
2025-06-10 06:20:04,107.74,43.2,49.29,85.19,7847.87,8084.8,8386.82,1172.94,1205.5,1159.82,1073.87,1117.77,1201.71,1188.76,1067.46,1064.19,1137.55,456.53,490.19,492.02,540.93,486.9,565.77,544.36,537.91,550.26,538.58,17.73,37.16,34.73,39.55,32.48,259.52,257.91,315.78,230.61,246.49,101.09,108.44,107.45,96.04,95.89,1162.1,1442.44,1248.24,1541.25,1525.03,2914.95,3370.66,3361.81,3204.3,3201.79,511.42,491.66,385.3,452.02,456.06,431.73,508.81,564.07,4050.67,4551.26,5031.44,3560.72,4940.7,45.47,75.04,53.07,60.1,67.93,219.44,272.35,204.11,206.57,226.45,4.33,4.1,3.08,3.28,3.58,1.22,3.72,4.74,0.82,4.97,43.81,54.51,17.26,77.82,41.52,46.77,84.81,31.07,62.61,66.99,26.53,7.35,27.36,13.82,19.26
2025-06-10 06:20:05,106.65,77.54,81.5,53.02,8208.35,9533.77,8284.63,1091.92,1084.24,1132.18,1115.1,1063.93,1148.63,1142.23,1119.14,1173.42,1117.75,561.91,465.57,546.89,576.57,557.95,574.75,456.5,453.21,456.77,569.74,39.48,28.79,16.19,31.37,21.15,351.72,230.37,314.96,203.63,304.91,95.35,97.27,108.91,108.17,107.19,1140.4,1368.69,1179.07,1366.29,1448.07,3732.73,1161.93,2600.8,1108.62,1288.85,394.04,476.39,424.66,519.96,544.85,550.49,451.15,482.43,5382.86,1903.45,4151.39,2006.97,5104.45,49.64,79.17,74.0,57.74,72.06,215.83,280.81,207.6,298.8,230.98,2.76,0.31,4.27,4.96,4.45,1.36,4.22,3.21,0.83,3.04,40.07,89.61,35.11,42.84,20.37,40.02,78.83,87.61,66.43,68.82,25.03,8.84,27.42,25.83,21.72
2025-06-10 06:20:06,42.92,75.85,94.01,92.79,7935.69,9326.52,9144.09,1099.76,1185.5,1092.45,1149.68,1216.61,1175.42,1042.89,1205.0,1030.83,1177.22,583.57,545.72,503.44,591.85,549.8,476.14,580.48,499.98,542.0,572.46,37.64,34.68,21.77,19.31,28.34,277.34,257.45,330.33,288.34,302.9,95.81,101.86,101.85,102.65,97.82,1285.9,1523.66,1196.77,1503.12,1432.45,1887.42,813.83,1468.58,2526.77,901.38,499.05,451.92,517.95,562.96,508.41,489.3,482.16,520.86,2032.61,2169.48,4330.11,2904.4,3135.94,79.38,71.39,78.05,49.52,53.46,241.96,282.83,242.96,221.42,279.77,0.74,3.5,2.93,2.32,3.52,2.58,1.08,1.05,3.4,0.84,30.06,19.44,13.12,56.27,28.36,38.77,40.4,97.92,88.26,99.01,23.63,21.52,28.64,18.43,13.05
2025-06-10 06:20:07,73.84,55.67,59.88,49.83,9313.18,9169.53,7539.22,1173.61,1063.94,1157.15,1119.7,1210.36,1080.29,1215.04,1116.62,1139.87,1152.8,600.04,529.58,566.03,575.31,601.43,560.08,598.29,583.79,572.22,542.44,36.84,35.1,38.88,17.57,26.07,311.42,240.97,281.16,309.04,235.12,101.7,98.4,98.28,105.67,101.24,1456.66,1559.99,1107.39,1154.69,1366.35,2103.81,3503.51,1384.63,535.95,2814.91,395.3,385.04,554.85,541.12,430.75,508.42,439.34,560.47,4354.94,1766.48,3735.47,5106.21,3644.08,50.5,77.31,63.55,61.08,60.97,252.48,213.17,260.11,265.41,244.98,1.47,0.94,1.84,4.06,2.56,2.92,1.69,4.0,0.7,0.17,20.87,53.93,24.45,43.06,49.0,27.94,97.79,96.38,81.13,97.42,19.44,10.56,21.36,7.1,13.82
