,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2025/6/10 0:07,97.45,82.35,98.77,65.35,7541.3,9395.93,7823.12,1095.39,1138.46,1187.96,1170.72,1060.21,1194.88,1051.88,1076.95,1130.2,1059.7,603.42,516.48,546.64,488.67,544.1,502.71,516.3,570.29,480.72,540.57,36.99,31.64,25.1,26,25.06,314.62,356.48,232.09,295.83,323.29,109.72,108.15,99.01,97.92,107.85,1527.75,1145.04,1208.43,1156.86,1374.71,1313.26,3722.98,2701.4
2025/6/10 0:07,78.53,68.47,76.49,50.24,9373.65,9317.11,7707.48,1127.54,1141.07,1205.46,1053.85,1190.52,1067.73,1150.81,1036.01,1046.74,1069.57,509.68,475.25,484.55,482.07,568.19,496.46,496.3,498.7,523.76,582.01,35.51,18.4,23.99,28.41,32.1,243.29,360.74,244.86,362.63,294.13,100.26,102.87,103.79,101.87,104.33,1400.62,1175.22,1440.84,1418.91,1101.64,3715.88,2007.83,810.59
2025/6/10 0:07,104.87,96.79,67.31,40.2,8936.82,8842.83,9631.41,1118.48,1179.47,1200.16,1044.71,1209.02,1092.99,1215.65,1176.88,1121.92,1121.37,533.54,516.27,475.53,608.8,588.61,450.67,598.6,501.58,462.74,602.3,29.59,38.6,23.39,26.95,23.48,375.7,226.45,251.75,325.96,201.1,96.33,102.32,96.86,102.09,104.11,1334.31,1193.33,1285.03,1499.41,1369.56,1042.8,2147.39,2876.17
2025/6/10 0:07,79.68,69.72,104.27,90.02,7825.75,8163.06,9195.02,1087.99,1119.1,1152.68,1075.29,1211.89,1081.86,1084.59,1143.94,1133.01,1149.24,514.39,513.22,557.5,517.5,613.34,591.17,498.4,497.47,577.97,567.35,24.95,23.11,33.47,24.95,35.01,369.13,301.1,291.29,323.91,286.02,109.23,102.02,104.93,95.78,105.45,1125.68,1495.09,1154.72,1396.61,1568.58,2602.91,2486.76,3545.53
2025/6/10 0:07,75.5,79.27,61.92,81.01,7502.36,8811.21,8570.97,1090.5,1059.24,1185.69,1187.91,1048.39,1057.38,1069.69,1176.19,1216.22,1194.31,592.3,550.58,573.56,610.21,507.52,600.49,571.81,537.56,533,611.66,32.5,26.35,25.17,22.55,22.67,289.66,228.41,368.02,284.32,185.73,98.81,99.13,99.37,101.91,96.25,1207.24,1469.94,1493.1,1236.33,1410.27,2369.49,2229.22,3851.24
2025/6/10 0:07,55.96,79.34,79.35,78.94,8474.07,8958.42,8495.62,1121.05,1072.94,1153.97,1144.02,1164.55,1167.04,1140.1,1123.05,1200.6,1037.05,529.1,568.55,494.18,594,470.21,588.16,555.65,506.01,608.81,517.15,20.13,30.74,39.4,18.37,31.25,306.15,320.18,199.5,311.28,244.12,109.56,99.1,95.21,100.54,106.89,1416.49,1406.92,1560.33,1492.37,1256.43,1669.82,3161.69,3375.58
2025/6/10 0:07,106.07,45.25,78.94,52.11,8812.89,7986.83,8212.93,1214.77,1218.32,1041.81,1127.56,1032.18,1157.83,1100.17,1154.38,1219.05,1147.38,497.56,555.03,584.57,537.79,509.94,522.97,471.75,574.6,574.28,539.12,23.83,16.75,23.58,34.6,38.9,210.94,329.39,348.73,362.21,325.88,102.3,109.17,101.71,96.71,107.8,1232.7,1592.11,1187.09,1434.02,1355.82,1631.01,2218.26,1337.78
2025/6/10 0:07,53.42,50.79,56.23,71.95,8933.75,9570.55,9331.01,1218.14,1065.27,1165.05,1082.29,1144.49,1098.64,1085.47,1062.64,1030.29,1087.37,530.02,469.54,567.81,601.06,564.56,500.38,460.65,538.65,585.74,507.35,27.59,39.33,30.31,32.48,28.53,296.8,290.98,287.95,275.84,278.78,100.06,109.28,99.51,99.83,108.49,1232.87,1525.8,1343.61,1304,1125.8,2669.25,2804.63,4197.01
2025/6/10 0:07,91.73,91.17,85.16,60.19,9355.07,7511.54,7748.94,1077.08,1078.43,1197.94,1181.4,1048.17,1035.65,1206.44,1139.38,1196.89,1087.02,542.62,596.37,600.92,588.48,571.32,475.09,513.74,609.42,580.96,464.44,18.85,39.21,17.14,28.58,29.82,234.58,344.17,194.52,244.67,283.17,100.39,102.2,96.24,106.46,97.3,1368.37,1583.66,1319.72,1434.96,1534.19,4485.16,1998.28,1529.39
2025/6/10 0:07,78.62,104.07,63.56,83.54,8946.94,8832.65,9662.92,1069.03,1168.75,1187.26,1124.54,1175.95,1130.38,1144.42,1158.66,1087.31,1111.56,484.04,534.27,591.12,618.16,488.83,557.99,546.55,555.22,490.56,508.46,37.27,23.51,25.91,27.08,26.79,285.68,350.58,271.97,369.41,327.69,109.77,106.37,101.34,109.22,105.2,1484.18,1314.6,1583.39,1144.63,1185.41,1091.11,1522.62,2364.83
2025/6/10 0:07,47.12,72.5,100.06,97.33,8975.36,8594.41,7525.01,1096.76,1144.29,1133.12,1034.23,1040.5,1036.4,1113.69,1215.37,1082.73,1154.6,588.42,553.67,569.72,617.2,530.71,526.82,513.9,491.76,601.52,496.26,16.23,32.28,20.32,27.59,32.6,369.77,208.95,285.83,242.03,209.68,104.96,95.48,100.63,100.93,101.53,1524.23,1201.77,1552.96,1436.89,1307.11,2747.41,4163.86,3574.17
2025/6/10 0:07,56.79,53.64,49.19,85.39,9734.53,9271.82,9347.1,1144.99,1047.06,1159.9,1113.16,1104.24,1113.68,1162.1,1063.61,1043.71,1094.09,505.34,589.46,513.57,510.04,563.14,602.66,546.57,459.59,518.52,509.66,20.78,22.69,28.71,19.73,26.08,186.06,327,210.79,350.42,315.92,104.42,101.35,96.54,100.36,106.2,1390.56,1476.16,1248.07,1429.59,1256.36,4340.42,3728.73,3739.88
2025/6/10 0:07,67.04,99.66,56.11,71.69,7983.34,8291.64,8174.12,1160.7,1096.56,1061.68,1112.96,1155.29,1060.16,1152.83,1077.86,1089.43,1194.81,598.95,487.4,531.1,579.41,516.72,500.9,561.1,478.77,457.27,569.54,37.14,35.69,25.55,33.99,16.38,339.32,258.82,184.62,264.7,335.67,100.73,96.34,101.9,100.72,99.99,1348.24,1457.75,1348.4,1556.42,1291.1,3192.55,2747.67,4127.77
2025/6/10 0:07,102.02,54.81,97.42,100.13,9617.5,9567.5,8682.11,1062.88,1040.76,1077.74,1184.99,1144.04,1047.24,1167.17,1117.1,1186.05,1078.33,560.95,618.01,534.41,595.35,455.6,489.72,592.16,533.32,597.33,499.18,15.59,20.6,19.37,25.12,15.82,210.98,229.89,254.63,187.52,207.82,98.72,95.24,96.26,96.84,98.72,1577.12,1186.16,1268.76,1156.31,1152.68,1640.72,1400.03,1150.02
2025/6/10 0:07,104.59,89.25,56.4,40.38,8049.29,7544.7,8631.47,1059.55,1182.52,1213.82,1212.74,1188.85,1142.64,1033.89,1086.41,1117.21,1137.67,479.8,582.91,565.43,585.88,484.95,487.51,566.36,600.48,595.46,526.85,18.74,33.19,34.37,17.81,38.72,216.14,216.06,345.14,375.13,238.2,106.47,101.29,105.68,105.89,109.75,1322.94,1105.03,1578.25,1550.14,1138.36,3081.34,766.7,4067.99
2025/6/10 0:07,79.6,100.93,77.52,89.59,8654.01,9455.32,7767.5,1090.72,1139.94,1119.71,1161.18,1038.96,1167.98,1136.56,1102.26,1056.42,1164.92,515.05,571.47,479.33,520.1,608.56,497.34,509.54,600.38,520.19,619.19,21.03,37.31,15.11,18.15,28.27,212.82,210.77,263.73,288,353.26,96.51,95.36,100.17,102.62,98.08,1193.69,1140.08,1129.91,1466.66,1167.21,1757.23,3320.86,858
2025/6/10 0:07,62.23,84.3,65.3,55.02,9279.06,8999.33,9557.97,1121.46,1030.59,1081.54,1045.21,1140.27,1043.83,1054.71,1058.36,1196.3,1037.32,536.14,596.93,606.18,455.44,458.21,547.49,502.01,500.88,500.16,560.01,24.48,18.84,25.19,28.64,23.28,375.61,246.49,227.51,296.62,215.2,105.55,96.51,100.44,108.15,102.56,1443.05,1355.23,1172.81,1384.18,1405.02,3363.2,503.71,1752.54
2025/6/10 0:07,49.32,73.99,69.91,80.83,8497.81,9220.26,7509.36,1191.24,1081.83,1126.06,1182.28,1218.3,1181.39,1073.33,1032.13,1072.71,1063.7,459.53,495.39,508.54,543.21,527.26,522.77,581.2,465.19,530.99,475.64,21.51,31.56,20.99,34.82,26.4,271.91,261.07,207.79,305.84,253.91,106.69,95.52,95.07,108.45,96.52,1265.91,1548.59,1196.95,1565.16,1122.05,2194.79,3681.27,3295.77
2025/6/10 0:07,99.82,77.76,46.09,104.13,9440.38,9362.95,8380.39,1190.77,1097.55,1140.02,1146.48,1186.02,1187.46,1154.75,1060.35,1193.27,1047.39,507.2,543.27,487.86,484.46,471.4,530.97,463.48,547.36,468.73,594.32,29.55,24.58,35.6,19.71,24.24,328.05,287.84,349.26,282.91,239.75,99.09,98.28,106.51,109.03,96.39,1468.09,1467.8,1586.96,1568.34,1112.67,3163.45,588.67,3378.3
2025/6/10 0:07,70.59,84.16,100.73,57.54,8144.03,7967.88,7786.85,1141.13,1186.15,1059.64,1147.21,1208,1062.6,1171.88,1167.49,1031.88,1163.12,478.13,572.78,611.51,502.99,554,575.68,560.23,520.55,525.77,556.72,19.09,32.81,23.84,18.94,30.38,300.79,190.43,313.21,299.84,203.46,104.1,106.15,101.44,96.24,95.07,1492.25,1435.98,1223.18,1537.46,1562.69,2558.43,3908.25,3500.37
2025/6/10 0:08,50.1,89.54,51.76,98.79,8366.26,8469.63,8952.54,1188.78,1073.82,1074.76,1160.13,1202.16,1108.85,1105.72,1174.52,1099.79,1120.93,607.97,469.68,476.17,582.16,574.93,506.25,457.65,451.13,544.85,531.94,31.95,31.82,25.93,22.81,20.77,216.47,184.51,187.41,220.01,255.96,101.17,106.23,108.64,96.49,104.32,1442.79,1352.07,1574.09,1282.15,1579.83,2701.34,2321.68,3087.87
2025/6/10 0:08,60.99,65.01,46.26,44.57,9733.96,8238.37,9237.43,1116.98,1218.18,1218.04,1056.86,1205.52,1069.76,1199.54,1194.94,1155.13,1171.91,605.1,460.51,463.78,472.95,571.77,476.89,486.94,474.93,594.77,483.75,35.86,17.1,38.23,30.93,20.56,210.9,266.68,347.45,280.28,275.28,108.26,103.71,103.69,104.38,107.94,1404.07,1465.13,1405.52,1375.98,1273.45,966.72,1349.43,1287.55
2025/6/10 0:08,67.57,88.18,50.12,41.75,8415.06,8791.78,8329.33,1058.09,1095.8,1076.32,1070.68,1213.37,1197.24,1157.9,1124.83,1060.52,1098.26,557.98,455.29,532.71,468.5,542.03,492.65,478.27,515.47,512.76,610.34,15.1,30.59,23.11,38.29,18.86,184.47,272.8,236.09,240.4,259.54,100.3,109.77,96.3,108.37,106.33,1500.32,1101.95,1365.65,1101.6,1462.93,3478.03,1808.07,3309.34
2025/6/10 0:08,50.35,82.45,55.28,83.07,9031.17,8427.77,7578.67,1107.58,1146.36,1169.39,1214.91,1115.92,1188.28,1177.55,1161.08,1187.08,1129.2,530.25,597.54,476.27,535.83,473.36,560.59,542.88,485.21,510.36,602.88,34.26,30.24,16.77,24.33,15.48,249.29,277.15,316.99,336.67,359.88,106.78,102.47,108.32,103.75,101.17,1156.77,1395.51,1207.29,1274.42,1464.4,2541.17,2600.49,4308.42
2025/6/10 0:08,95.88,97.46,71.53,79.24,8671.07,8874.27,7673.38,1188.71,1215.24,1034.23,1085.46,1035.52,1129.22,1079.53,1102.95,1051.37,1165.96,473.7,556.04,505.58,476.52,574.5,517.07,481.4,585.16,472.15,461.75,31.7,34.44,32.47,38.72,21.52,209.55,357.89,191.55,279.06,243.29,100.48,101.4,107.63,103.47,104.23,1297.02,1143.63,1382.53,1268.46,1510.83,842.56,3043.39,1561.87
2025/6/10 0:08,45.55,81.9,81.74,89.66,9681.72,9391.83,9112.58,1213.01,1060.06,1058.28,1209.01,1041.08,1217.64,1130.89,1079.55,1115.15,1068.83,618.46,511.56,599.79,528.1,469.01,554.33,573.62,463.76,493.03,551.87,27.63,32.36,22.23,39.08,31.3,197.15,279.72,368.19,317.74,196.24,102.54,105.38,97.46,99.83,106.41,1222.36,1566.49,1432.22,1205.74,1365.06,4260.39,3120.16,676.01
2025/6/10 0:08,94.25,71.7,81.22,40.59,8134.6,8139.48,8080.81,1128.47,1075.22,1168.77,1112.36,1177.54,1100.41,1103.54,1052.15,1132.83,1069.73,558.38,609.39,490.58,471.15,613.51,458.54,593.69,456.51,605.21,588.62,28.01,39.99,21.15,15.08,30.91,290.5,304.65,313.79,200.16,297.78,102.04,108.12,107.49,96.06,107.64,1102.52,1427.03,1158.09,1161.06,1340.06,4194.07,3958.54,1984.37
2025/6/10 0:08,41.26,98.44,99.85,78.8,9326.79,7677.43,8955.55,1177.19,1118.05,1090.52,1215.16,1152.14,1128.58,1190.61,1187.54,1053.51,1159.65,510.52,619.36,507.46,552.9,481.33,544.95,481.92,490.65,544.19,520.55,30.43,17.21,36.13,26.84,18.32,314.64,228.01,316.21,358.86,354.69,97.42,96.61,98.69,105.25,98.2,1512.72,1320.73,1529.44,1574.78,1401.5,1448.87,3932.96,4344.88
2025/6/10 0:08,98.21,99.7,108.61,93.29,7699.71,8796.67,9250,1180.7,1078.77,1136.18,1040.94,1140.7,1106.09,1103.28,1163.14,1037.5,1083.09,492.14,477.29,499.87,523.68,616.94,564.94,494.95,568.08,604.49,518.62,29.55,29.53,35.92,31.12,27.45,210.13,305.29,286.15,277.05,327.31,105.34,106.78,98.89,100.14,104.6,1334.16,1399.99,1226.92,1241.34,1258.38,4113.14,571.3,3104.67
2025/6/10 0:08,69.84,49.51,52.85,70.98,9565.47,8814.91,7575.1,1219.42,1128.57,1121.71,1116.5,1209.78,1205.81,1181.77,1060.73,1137.46,1192.13,554.6,561.5,603.22,520.13,536,591.74,469.33,560.93,456.97,542.93,16.35,21.29,15.89,28.3,20.54,318.13,278.45,211.31,302.14,319.36,96.86,99.97,97.56,107.19,96.76,1522.84,1192.79,1585.78,1561.12,1168.39,2059.82,1235.3,658.64
2025/6/10 0:08,54.42,60.97,52.47,62.98,7895.9,7850.13,9737.9,1200.56,1159.14,1131.43,1137.4,1032.86,1059.01,1214.03,1056.04,1184.38,1067.79,610.77,540.41,610.32,453.72,475.07,511.27,489.79,567.05,584.03,535.09,31.92,23.96,38.61,27.64,39.89,297.28,377.33,249.77,258.28,378.52,96.49,98.97,106.01,95.21,102.8,1338.72,1137.04,1286.35,1487.68,1225.96,2022.18,661.87,687.15
2025/6/10 0:08,97.83,99.18,41.8,95.36,9786.73,9230.77,8320.68,1213.99,1117.06,1219.77,1052.6,1110.8,1214.82,1065.55,1111.24,1195.98,1094.99,520.34,551.68,613.34,462.23,531.36,553.83,533.39,458.1,475.06,459.78,32.46,39.15,23.53,22.23,26.21,317.6,260.27,283.82,221.17,345.83,101.11,109.91,97.68,98.6,95.4,1292.79,1202.23,1125.99,1222.07,1295.1,3179.13,1393.89,1441.55
2025/6/10 0:08,93.95,59.14,68.95,48.46,7763.6,8223.03,8620.83,1108.77,1140.42,1070.02,1122.34,1219.13,1134.48,1094.94,1210.11,1087.76,1053.82,612.49,463.55,521.07,526.03,602.11,450.22,506.73,525.46,503.79,472.96,38.24,31.66,23.01,18.37,23.15,191.42,325.74,201.46,311.38,302.44,102.26,102.64,109.57,102.45,100.32,1179.41,1363.46,1111.48,1556.82,1434.41,4412.19,2079.37,1118.92
2025/6/10 0:08,105.95,52.39,59.8,103.32,9295.65,9573.1,8486.09,1161.66,1098.02,1123.72,1108.05,1113.63,1042.05,1058.2,1098.6,1195.39,1082.72,501.81,524.31,605.19,477.94,618.52,527.92,572.96,589.46,616.55,573.96,22.47,15.41,19.88,33.99,21.04,285.61,299.77,335.53,342.17,258.08,98.62,95.94,100.99,97.27,108.99,1107.95,1184.46,1447.49,1192.46,1163.53,1296.6,1354.9,2940.11
2025/6/10 0:08,66.74,61.67,78.89,53.38,9756.26,7691.71,8081.32,1097.37,1078.09,1033.86,1206.63,1144.04,1124.37,1089.47,1081.54,1040.01,1031.12,548.26,490.44,485.11,486.31,605.46,545.74,535.35,543.47,585.66,612,25.93,15.49,19.5,17.9,27.03,186.74,225.12,211.04,264.12,322.44,109.7,100.57,107.09,106.04,103.82,1334.15,1319.27,1305.34,1205.16,1115.73,3388.31,1309.65,2151.56
2025/6/10 0:08,94.72,109.05,96.38,58.4,9027.65,8333.72,9253.33,1208.06,1155.81,1137.53,1161.34,1122.92,1109.09,1206.29,1092.74,1163.2,1198.33,603.99,472.2,593.93,554.52,508.17,577.54,506.57,616.04,551.94,523.63,23.68,27.31,27.95,16.41,29.83,260.71,232.35,264.13,194.99,312.27,97.11,100.81,98.9,107.04,102.47,1569.71,1294.07,1521.37,1179.65,1400.22,3877.7,2723.48,2798.53
2025/6/10 0:08,47.69,91.01,97.94,75.86,9109.53,9545.39,9030.37,1063.88,1180.07,1168.16,1098.51,1124.28,1190.69,1055.5,1137.56,1108.49,1165.16,534.68,552.42,611,517.6,513.84,586.01,498.69,569.51,452.68,490.88,32.97,35.5,34.69,31.62,32.06,195.12,207.89,247.17,216.83,228.99,96.9,99.3,109.28,95.6,107.49,1165.41,1148.02,1225.27,1285.59,1544.65,845.67,3391.92,4063.42
2025/6/10 0:08,51.37,49.99,57.74,65.9,7920.63,8403.58,8039.46,1050.51,1092.05,1183.74,1124.02,1204.91,1090.09,1085.35,1032.08,1107.66,1151.63,534.38,602.67,594.86,483.86,495.28,573.3,581.13,532.64,540.35,531.41,22.01,23.63,24.71,17.06,38.35,182.57,192.16,248.37,186.7,346.28,97.12,95.36,104.42,100.09,98.13,1221.34,1474.42,1109.47,1220.09,1388.47,3854.61,3392.35,4154.01
2025/6/10 0:08,76.76,104.5,48.97,72.44,9209.18,7754.81,7819.31,1048.36,1085,1181.51,1046.52,1041.9,1106.51,1041.38,1126.41,1100.72,1191.48,603.93,542.4,456.08,502.3,549.83,531.23,493.14,517.1,574.27,561.39,26.19,31.81,29.66,29.8,37.92,288.93,262.23,323.92,341.42,338.82,109.07,104.81,107.9,98.23,98.38,1562.78,1460.3,1386.74,1181.26,1167.55,2124.26,3803.33,2612.34
2025/6/10 0:08,40.4,57.57,61.36,84.1,8774.44,8249.48,9327.94,1197.46,1044.94,1182.49,1151.42,1059.05,1103.24,1113.51,1137.77,1085.65,1110.29,477.41,586.27,602.34,529.43,568.6,522.59,587.45,516.76,556.31,474.44,27.77,28.26,36.28,30.97,39.36,232.29,342.1,249.71,289.81,224.89,102.13,104.98,106.26,103.93,96.08,1518.31,1204.24,1137.56,1402.75,1532.04,2213.29,1419.41,2347.98
2025/6/10 0:08,43.4,88.37,44.85,60.52,8081.72,9018.62,8836.92,1040.87,1185.93,1120.37,1075.76,1030.15,1090.23,1070.67,1209.83,1059.13,1165.55,610.13,526.59,482.58,455.7,490.33,457.33,473.51,605.15,538.4,456.55,39.01,18.83,36.88,18.89,27.6,226.46,254.56,230.04,231.43,343.84,103.98,109.99,105.09,103.67,103.98,1422.8,1196.39,1105.52,1515.52,1473.13,1697.96,2501.79,3155.23
2025/6/10 0:08,43.28,108.36,102.05,42.81,9236.81,9413.12,8425.09,1178.52,1152.98,1210.39,1091.21,1214.13,1195.24,1133.45,1178.21,1040.69,1098.44,587.53,576.1,483,619.69,530.46,481.88,506.38,545.5,562.36,618.76,15.39,25.85,22.14,38.86,38.79,280.44,257.22,247.27,339.47,355.25,108.15,97.23,101.17,102.21,104.8,1119.22,1160.84,1100.66,1204.27,1320.82,750.07,1823.9,2272.58
2025/6/10 0:08,45.6,106.41,66.47,101.54,8263.46,7546.25,7744.86,1203.83,1031.25,1213.77,1059.64,1218.15,1193.66,1168.22,1208.15,1165.38,1052.07,574.05,532.91,497.29,584.57,617.46,564.17,481.5,542.67,614.01,522.35,16.34,19.7,16.69,32.76,33.76,265.9,188.75,248.18,325.35,271.64,107.69,103.53,107.09,99.96,99.42,1295.64,1394.17,1526.76,1269.6,1109.6,807.9,3510.21,528.13
2025/6/10 0:08,58.9,71.87,61.25,90.02,8943.83,8026.58,9498.74,1167.54,1068.59,1165.11,1144.55,1166.27,1141.23,1151.64,1064.62,1149.88,1039.54,490.64,612.25,595.8,595.41,556.75,597,538.39,564.06,536.32,540.69,38.62,24.19,33.52,19.42,15.99,196.09,214.55,321.88,267.45,209.05,100.1,97.56,106.85,97.75,101.12,1390.74,1240.89,1193.15,1139.65,1475.14,2745.34,1613.27,3172.84
2025/6/10 0:08,67.8,100.4,45.84,94.93,9256.45,9028.12,8321.4,1090.83,1169.71,1072.84,1176.77,1032.71,1133.45,1179.5,1169.36,1178.57,1045.02,450.01,538.96,600.5,526.21,610.7,520.49,578.27,570.06,574.61,516.97,39.74,31.34,38.04,24.59,30.95,354.1,346.88,298.39,207.79,263.15,97.49,97.7,108.74,101.46,95.71,1339.89,1292.23,1527.98,1502.84,1250.5,3019.55,4355.73,2978.18
2025/6/10 0:08,85.04,91.28,106.3,103.34,8151.31,8888.52,7844.89,1139.46,1219.39,1185.14,1083.47,1187.35,1169,1218.02,1112.59,1100.26,1089.4,520.46,481.82,535.52,488.14,521.31,486.33,547.09,483.56,539.92,478.69,31.8,22.66,31.43,23.51,15.08,195.37,243.96,289.55,228.43,203.17,98.75,102.68,96.26,102.28,101.82,1521.62,1584.47,1206.57,1142.98,1343.51,2926.5,3475.78,1503.28
2025/6/10 0:08,99.47,50.52,56.83,74.79,9536.06,8378.76,8126.44,1102.77,1107.29,1106.44,1186.9,1101.03,1041.76,1038.22,1182.27,1110.36,1132.6,464.42,533.7,519.06,614.33,510.89,503.69,575.29,494.52,595.4,535.07,21.79,24.5,32.33,21.71,39.04,222.64,197.2,193.96,230.78,289.5,95.34,102.28,97.69,99.78,108.71,1193.51,1529.06,1477.63,1506.93,1326.01,3802.64,2159.1,1987.19
2025/6/10 0:08,69.31,90.58,70.04,85.76,9082.65,8182.79,7756.07,1218.83,1138.47,1080.45,1163.57,1197.36,1190.02,1171.12,1065.97,1154.91,1032.36,581.35,511.3,574.74,461.3,569.53,561.86,497.25,568.53,465.25,511.13,29.78,38.22,24.18,29.38,31.62,302.92,187.32,255.8,225.33,303.23,97.56,100.23,97.5,101.79,105.47,1538.81,1168.52,1518.36,1370.46,1185.62,1360.51,1010.48,3934.8
2025/6/10 0:08,81.77,87.14,70.84,54.43,7992.52,8071.26,9162.18,1033.27,1112.08,1163.46,1112.08,1187.26,1151.32,1074.24,1147.52,1180.38,1067.77,533.23,504.15,581.86,479.1,453.68,570.42,599.71,494.66,454.09,509.57,30.58,20.03,29.6,22.72,25.97,265.49,232.27,277.21,234.48,260.37,104.7,106.46,106.58,100.51,107.3,1169.31,1212.48,1548.59,1371.69,1314.01,2955.74,4386.87,3169
2025/6/10 0:08,59.65,87.87,75.61,63.6,7833.09,8211.31,8146.61,1081.29,1156.78,1064.27,1170.66,1122.73,1121.68,1150.16,1195,1118.81,1170.6,469.66,547.03,508.29,467.71,549.95,591.86,589.88,576.28,542.06,525.5,26.14,30.46,16.29,23.51,27.67,202.39,333.61,220.64,317.82,195.97,104.1,99.36,101.77,101.29,102.46,1383.17,1356.11,1589.57,1501.9,1424.34,616.46,3926.54,4390.19
2025/6/10 0:08,93.98,72.01,62.5,103.64,7715.61,7600.94,8938.75,1078.1,1203.01,1181.65,1162.64,1076.86,1050.85,1045.91,1071.83,1184.68,1041.64,518.94,589.8,614.67,591.97,507.1,612.95,458.42,570.71,456.9,539.09,34.2,18.13,39.71,36.42,18.36,299.36,259.94,281,219.28,212.44,97.04,96.2,107.88,99.59,108.89,1431.1,1570.59,1331.67,1464.04,1215.74,3534.43,1442.03,927.14
2025/6/10 0:08,73.88,52.16,90.47,58.88,8439.92,8501.9,9283.81,1166.34,1072.23,1189.36,1098.87,1092.01,1140.26,1131.26,1181.7,1175.14,1109.07,516.93,496.12,594.01,525.05,618.96,584.58,495.2,552.84,502.48,561.6,20.73,18.8,26.1,20.15,25.8,278.66,361.86,310.94,338.7,266.29,100.29,101.99,106.29,105.31,104.52,1521.44,1178.72,1557.87,1168.16,1371.23,1535.93,588.8,2444.61
2025/6/10 0:08,102.4,44.18,56.23,106.87,9629.75,8979.3,9001.53,1166.46,1035.28,1082.14,1211.07,1211.22,1043.72,1208.97,1059.2,1059.93,1109.65,487.47,497.15,619.21,476.82,538.51,452.01,609.46,453.52,540.04,477.7,18.48,19.73,33.7,30.43,25.82,186.86,330.21,282.07,371.63,286.33,105.8,105.2,95.17,101.68,96.28,1259.63,1307.64,1598.8,1461.01,1578.04,590.82,2079.97,1708.81
2025/6/10 0:08,106.92,84.52,66.38,44.11,7782.88,8647.74,7560.23,1123.64,1124.82,1134.89,1051.54,1119.94,1161.82,1053.12,1065.12,1118.53,1193.86,591.32,505.86,548.5,598.2,570.59,496.26,556.09,511.24,597.91,538.51,17.06,18.44,38.89,25.95,18.64,304.32,247.46,245.75,239.6,288.3,108.55,107.95,108.94,102.7,100.38,1336.85,1291.32,1325.56,1414.52,1291.93,707.21,2813.61,3395.47
2025/6/10 0:08,103.36,94.24,65.46,86.66,9772.37,9791.3,8073.01,1144.45,1059.52,1042.79,1203.95,1154.38,1138.87,1070.2,1205.46,1066.64,1061.73,582.97,541.6,608.28,482.6,464.25,512.75,551.96,464.94,482.27,522.31,37.34,16.96,16.61,16.51,38.37,198.53,248.54,241.25,216.01,331.9,101.22,99.6,99.44,108.18,104.11,1191.99,1209.25,1490.89,1403.25,1111.72,3449.87,2555.21,2450.4
2025/6/10 0:08,66.08,100.26,55.29,63.7,9615.17,7691.09,8982.83,1119.91,1148.88,1071.87,1110.32,1049.93,1204.53,1137.31,1215.16,1065.43,1171.49,617.93,481.93,559.02,478.21,609.9,536.86,574.25,489.56,572.95,595.73,35.13,28.15,31.75,22.88,20.15,279.12,342.37,310.28,336.81,357.04,99.4,109.13,100.24,101.28,102.93,1574.87,1393.44,1334.88,1399.13,1231.81,1175.23,4294.03,1265.1
2025/6/10 0:08,74.71,96.32,106.99,62.3,7927,7570.83,9533.41,1100.57,1160.5,1209.01,1214.68,1115.74,1151.77,1103.66,1044.15,1089.25,1136.94,526.56,606.65,553.26,544.88,581.28,588.42,464.79,456.18,579.24,558.15,26.43,18.9,26.31,30.12,31.79,356.92,331.58,375.12,219.5,245.79,98.82,98.74,101.92,95.31,95.04,1334.15,1201.15,1170.42,1134.22,1535.49,4136.33,991.11,4245.79
2025/6/10 0:08,101.8,77.56,65.67,54.27,9572.52,7961.25,9004.67,1050.74,1054.28,1117.71,1186.58,1054.93,1194.51,1158.49,1139.17,1203.45,1171.8,487.19,578.86,466.98,580.91,609.96,507.77,582.11,541.52,606.53,450.54,27.95,24.8,34.41,20.89,30.59,338.4,326.45,364.21,216.62,238.2,108.09,100.76,95.86,102.04,100.13,1484.1,1223.91,1128.55,1534.61,1554.3,976.3,2929.59,1260.97
2025/6/10 0:08,42.19,69.68,65.33,76.12,8293.21,7681.58,8213.73,1120.34,1114.19,1147.5,1143.7,1059.07,1094.19,1145.64,1152.83,1193.32,1141.99,466.51,514.47,598.97,519.1,568.16,489.28,495.25,581.97,453.03,546.09,28.43,33.65,37.41,29.68,38.8,330.04,269.95,372.08,224.81,262.99,99.67,97.93,100.32,103.67,109.49,1305.44,1386.45,1113.5,1418,1562.98,2473.04,3757.36,2562.58
2025/6/10 0:08,82.9,80.76,62.56,93.02,9093.58,8286.78,9572.97,1038.52,1198.85,1090.72,1138.66,1129.05,1090.49,1188.26,1096.18,1106.07,1160.13,557.32,599.61,546.4,607.85,525.27,540.78,478.95,567.3,535.59,572.48,35.61,15.22,20.6,16.6,39.05,270.9,358.69,356.05,287.09,308.04,101.22,104.32,97.6,95.9,104.18,1244.22,1284.93,1377.32,1542.17,1232.67,3593.82,3543.24,4059.9
