Datetime,P0001,P0002,P0003,P0004,P0005,P0006,P0007,P0008,P0009,P0010,P0011,P0012,P0013,P0014,P0015,P0016,P0017,P0018,P0019,P0020,P0021,P0022,P0023,P0024,P0025,P0026,P0027,P0028,P0029,P0030,P0031,P0032,P0033,P0034,P0035,P0036,P0037,P0038,P0039,P0040,P0041,P0042,P0043,P0044,P0045,P0046,P0047,P0048,P0049,P0050,P0051,P0052,P0053,P0054,P0055,P0056,P0057,P0058,P0059,P0060,P0061,P0062,P0063,P0064,P0065,P0066,P0067,P0068,P0069,P0070,P0071,P0072,P0073,P0074,P0075,P0076,P0077,P0078,P0079,P0080,P0081,P0082,P0083,P0084,P0085,P0086,P0087,P0088,P0089,P0090,P0091,P0092,P0093,P0094,P0095,P0096,P0097,P0098,P0099,P0100
2025-06-10 00:03:01,96.68,88.65,106.43,101.12,8670.58,8707.67,8587.53,1040.2,1062.3,1214.43,1174.68,1137.4,1188.74,1078.19,1156.54,1093.11,1191.6,497.67,550.41,506.92,464.55,519.54,587.78,460.06,583.59,571.93,499.55,39.69,26.78,30.87,28.09,36.11,295.35,288.91,308.17,346.17,335.31,104.79,98.18,106.74,100.24,102.59,1434.1,1250.5,1149.29,1552.94,1280.32,2696.79,2546.98,4399.91,3793.86,610.8,473.6,403.75,562.03,526.1,568.16,543.94,565.82,492.82,3098.76,1814.85,4376.39,5446.16,2922.01,48.03,48.34,49.98,51.07,70.36,212.2,211.9,250.0,208.2,216.5,3.65,1.03,4.95,4.33,4.94,3.34,4.48,4.31,1.55,3.11,75.09,52.25,97.56,28.24,92.38,47.32,75.2,70.65,66.54,14.22,5.44,27.67,28.67,25.12,9.87
2025-06-10 00:03:02,74.13,61.03,94.65,82.07,8222.93,8340.28,8492.67,1147.15,1190.35,1101.07,1113.23,1188.99,1058.97,1157.39,1168.93,1139.49,1160.29,617.09,612.52,613.2,577.27,613.45,547.78,470.22,596.73,561.91,492.75,15.58,18.45,29.51,33.01,20.36,279.99,311.22,238.17,295.3,295.08,107.35,105.33,103.9,109.63,96.0,1308.49,1396.71,1149.0,1556.84,1580.62,4132.23,3930.08,2177.19,2607.74,803.06,501.1,551.77,468.0,509.06,400.37,433.65,442.39,569.34,2224.18,4304.42,1972.34,1550.24,3939.59,65.39,67.84,71.5,53.14,76.6,221.12,270.19,226.21,204.42,276.57,4.91,0.47,0.74,2.32,1.75,4.55,4.08,2.4,1.81,0.75,43.18,42.95,28.98,95.43,68.48,65.68,88.9,38.59,57.76,58.3,5.9,23.67,12.11,12.28,11.1
2025-06-10 00:03:03,102.11,107.7,67.61,89.48,7758.06,8426.41,8035.06,1209.22,1208.81,1106.77,1040.35,1145.37,1088.61,1185.61,1113.72,1184.13,1138.97,612.75,552.88,450.67,468.81,551.26,564.62,505.92,506.39,600.48,553.33,27.11,35.84,39.44,25.06,19.33,274.67,280.84,354.03,369.88,183.0,95.6,106.59,102.49,105.36,107.98,1431.47,1143.59,1418.06,1500.02,1257.53,1154.63,3501.49,4178.74,3921.36,3320.61,431.68,535.65,481.59,498.98,567.03,523.53,514.06,440.24,4215.92,5417.88,4813.42,3194.51,3482.94,53.09,48.8,77.88,51.91,78.81,207.19,278.68,265.33,289.98,226.52,1.96,2.58,4.16,3.57,0.46,3.09,1.02,2.27,0.42,0.13,86.0,61.46,63.07,13.67,95.65,66.58,65.16,83.8,57.15,57.38,11.48,15.04,26.22,13.65,6.74
2025-06-10 00:03:04,103.94,95.56,83.58,69.66,9311.48,8759.86,9765.11,1188.17,1060.27,1036.38,1199.26,1034.34,1216.93,1198.77,1061.65,1047.34,1052.32,558.83,473.74,617.82,486.54,468.82,532.36,618.15,521.99,556.7,541.76,17.84,20.12,36.93,31.42,33.93,307.85,242.9,272.94,221.85,321.89,98.37,106.06,102.11,107.49,98.44,1584.88,1208.75,1142.04,1222.35,1387.29,1552.22,4049.41,1041.42,1067.65,4156.62,569.29,390.9,528.5,419.76,465.92,381.31,402.86,561.77,3327.22,3156.28,3951.75,2042.42,5058.56,48.55,50.87,67.37,60.15,77.08,279.47,231.71,246.37,209.0,212.29,1.19,0.18,3.28,1.0,1.34,1.32,2.34,4.37,4.12,1.01,46.37,51.57,38.26,98.15,35.02,88.81,23.49,42.61,94.73,68.91,14.28,17.75,21.85,8.3,15.9
2025-06-10 00:03:05,44.69,69.91,106.55,53.87,8287.17,9697.56,9170.63,1085.88,1195.99,1158.45,1202.57,1201.91,1196.98,1113.25,1200.31,1210.76,1183.43,555.88,528.2,563.79,576.03,580.64,517.05,583.69,510.55,612.04,471.5,39.62,36.18,25.17,35.83,26.42,247.43,374.05,260.21,272.33,349.06,97.76,108.88,101.06,109.15,96.64,1411.83,1404.37,1265.11,1266.11,1413.57,545.97,2814.87,2200.09,1054.06,3816.94,539.52,450.81,518.16,488.4,463.78,512.11,412.79,395.71,4917.31,2516.76,5030.1,2929.23,4697.42,78.61,57.51,70.13,58.32,55.43,202.68,256.88,296.76,245.05,229.57,2.94,2.72,3.45,3.5,4.36,3.01,1.75,4.87,4.62,0.53,26.74,90.9,60.14,42.87,57.24,54.55,15.97,47.76,11.44,20.26,8.01,18.57,19.44,20.14,14.82
2025-06-10 00:03:06,41.9,92.02,96.62,90.46,8500.07,7627.26,9713.11,1045.55,1086.58,1112.69,1067.59,1127.8,1035.77,1037.63,1046.18,1039.43,1040.16,483.15,571.66,553.09,510.9,485.61,553.12,589.23,516.28,602.42,511.9,33.3,29.86,18.59,28.65,26.71,319.35,300.18,343.9,256.05,234.75,96.79,102.3,106.02,101.16,98.99,1193.15,1346.11,1296.73,1288.06,1340.33,3131.6,904.37,2006.25,1677.46,3848.16,536.66,411.58,524.36,443.61,518.87,565.42,428.47,437.82,5396.09,3372.25,2886.44,4884.93,1654.86,70.18,55.66,76.18,46.51,76.07,269.67,273.35,200.99,229.88,241.37,0.62,0.39,2.67,0.38,1.17,0.46,0.14,0.49,1.84,0.76,49.91,68.7,86.83,84.8,46.18,52.59,45.67,37.19,39.36,36.11,17.61,5.05,25.44,27.87,25.36
2025-06-10 00:03:07,104.5,80.34,52.41,64.62,7765.49,8811.52,9026.62,1044.36,1188.41,1112.75,1104.67,1111.71,1209.28,1038.39,1098.1,1108.14,1123.17,513.19,528.64,609.99,579.0,546.93,559.65,506.61,605.46,549.96,504.57,32.64,38.62,25.42,21.4,36.65,305.03,326.63,277.47,349.66,192.18,105.37,97.97,109.01,106.23,107.81,1123.13,1250.79,1139.01,1324.47,1118.25,2960.95,1264.31,1467.57,4465.65,3946.53,517.51,533.35,541.18,440.82,488.88,413.16,388.37,444.16,5433.02,4042.52,3721.85,4998.22,2833.24,66.13,74.42,53.93,54.79,63.28,274.46,298.03,221.62,284.46,237.82,0.96,1.47,3.16,4.83,4.7,1.78,2.3,1.59,2.22,1.41,57.12,80.76,72.1,21.14,44.42,41.78,15.34,98.86,14.74,67.76,7.23,23.34,25.31,18.48,21.04
2025-06-10 00:03:08,42.09,40.94,48.15,51.09,8252.0,8459.33,9773.89,1163.3,1085.41,1184.09,1053.4,1196.38,1110.19,1059.34,1046.25,1113.37,1096.73,452.52,591.92,572.4,550.89,520.38,516.73,525.79,528.09,585.56,579.86,25.12,30.3,28.7,19.6,18.12,322.54,227.54,340.48,282.64,372.71,97.18,103.08,108.42,95.37,106.87,1433.59,1443.0,1319.44,1202.5,1247.36,2405.95,4070.95,3149.11,2427.26,573.56,560.72,569.45,460.14,424.05,462.81,468.41,563.03,385.27,2241.47,2945.45,5292.55,1504.57,4692.47,51.73,78.18,60.15,54.53,51.75,263.92,293.33,281.93,246.63,237.54,2.25,4.21,1.03,1.53,2.74,0.81,4.55,0.33,1.69,0.96,61.42,93.69,56.46,46.92,25.09,61.33,15.94,72.62,13.35,89.2,24.65,29.92,25.59,22.55,25.82
2025-06-10 00:03:09,83.87,88.76,84.26,70.87,7541.64,7811.43,9225.73,1170.1,1144.9,1141.07,1179.08,1071.8,1183.75,1087.28,1135.64,1166.93,1135.16,589.34,460.32,555.78,565.34,565.8,618.43,505.45,556.99,485.99,487.76,24.62,24.53,23.79,29.58,20.93,269.38,245.81,374.87,354.98,345.65,103.16,95.87,104.77,97.98,103.4,1549.39,1483.43,1590.01,1408.17,1470.59,3446.57,1537.78,1166.9,2599.51,1951.17,504.66,449.87,453.36,535.79,382.59,461.09,467.63,532.96,4922.97,2556.25,3810.82,3835.08,5446.74,60.63,78.73,59.33,56.58,46.08,252.23,261.18,217.5,224.41,289.75,0.14,4.13,0.88,3.25,4.68,0.96,0.71,1.43,3.67,3.89,51.3,15.99,16.01,24.1,71.87,64.04,79.23,76.15,86.23,29.69,11.12,28.93,11.01,14.02,17.09
2025-06-10 00:03:10,79.34,77.41,77.68,108.28,8166.26,9371.82,7516.51,1101.34,1063.55,1195.86,1061.77,1154.61,1050.73,1166.74,1134.63,1113.37,1041.65,488.63,510.81,616.78,566.29,605.05,525.44,458.46,572.51,616.67,592.76,32.36,32.23,37.24,33.03,21.19,242.32,248.96,323.04,215.34,318.77,99.29,95.62,103.26,102.13,103.66,1315.31,1581.48,1516.32,1388.35,1566.56,928.67,3311.56,3207.44,4070.99,4265.87,406.19,414.26,501.74,521.05,537.49,420.08,419.38,437.11,3736.89,2218.06,4479.63,2810.94,3549.56,57.42,60.46,65.27,70.53,74.08,266.45,207.24,253.16,254.12,253.06,3.04,4.35,0.9,0.22,2.87,0.52,4.95,4.76,2.84,2.43,37.66,27.55,22.26,95.85,77.01,20.61,21.85,98.67,19.45,11.81,27.96,27.23,8.77,6.84,24.38
2025-06-10 00:03:11,97.74,56.64,47.5,74.04,9263.74,8959.58,8423.9,1180.35,1213.68,1055.94,1157.85,1123.87,1091.46,1063.28,1095.01,1212.46,1138.76,608.71,457.63,560.09,478.87,460.57,472.02,470.87,554.06,507.82,613.6,19.14,37.57,21.41,38.34,26.54,217.12,202.33,312.21,253.61,192.59,107.3,100.73,109.51,109.24,99.46,1343.46,1592.69,1418.8,1551.43,1343.24,4087.66,3737.78,1882.01,3945.87,4257.42,449.39,525.23,522.0,516.18,430.98,414.61,488.08,527.36,3621.94,3740.23,3874.42,3469.63,3311.32,45.62,71.86,65.05,58.15,66.84,202.29,233.68,269.54,232.56,288.68,1.85,2.88,3.84,1.43,4.89,2.5,1.26,3.16,3.67,4.52,40.87,88.48,67.5,91.28,13.23,63.1,27.29,54.0,80.05,57.76,21.83,16.3,16.11,27.78,14.02
2025-06-10 00:03:12,76.23,92.28,61.6,66.75,9315.03,9705.67,8535.25,1178.29,1087.18,1085.17,1209.28,1216.29,1174.44,1154.82,1068.96,1218.17,1115.67,538.17,469.66,612.59,531.92,457.65,475.81,614.54,461.83,468.55,488.9,33.87,37.08,38.25,25.98,19.27,229.49,256.8,283.77,230.63,313.08,109.56,95.49,105.48,96.62,95.31,1453.46,1132.59,1459.16,1384.01,1276.59,1622.51,3602.66,4228.94,1883.38,1956.88,498.21,543.77,464.89,452.52,428.62,401.83,387.24,514.32,4567.74,2704.73,3294.12,2603.78,3549.44,72.29,64.93,52.2,55.04,75.05,272.51,266.97,200.53,290.61,259.12,1.66,0.81,2.06,2.05,2.56,3.78,0.23,0.97,1.67,4.45,78.25,81.44,77.75,97.68,35.2,75.76,11.86,17.45,24.26,39.87,27.43,26.48,9.82,5.62,12.18
2025-06-10 00:03:13,56.89,51.56,94.21,51.91,8331.66,8837.57,9243.93,1074.15,1074.2,1140.8,1096.0,1189.95,1149.96,1040.23,1065.84,1114.57,1172.18,577.88,569.77,488.07,589.75,614.48,589.37,481.96,593.39,589.09,593.6,38.95,23.95,29.62,23.65,19.58,185.0,237.51,377.96,314.75,285.04,101.35,97.06,107.23,101.3,104.82,1488.48,1256.56,1581.78,1195.94,1222.51,2814.44,4383.16,986.3,1047.82,4209.24,469.15,414.46,472.42,493.55,554.53,453.82,433.99,516.53,3963.83,3800.43,3971.05,4772.12,3565.78,48.42,60.75,52.31,52.09,53.45,226.44,216.68,265.46,248.19,236.54,2.88,2.56,2.8,1.89,1.37,3.23,3.93,2.76,4.53,0.73,79.52,25.85,73.38,53.54,81.2,60.46,88.35,38.35,11.47,86.6,23.88,14.74,26.15,25.27,12.56
2025-06-10 00:03:14,50.93,44.36,76.39,63.64,8090.42,8092.23,9454.53,1062.64,1151.26,1218.66,1119.12,1102.72,1100.6,1167.85,1187.37,1116.63,1208.25,619.0,549.99,564.18,493.64,560.87,595.85,514.66,512.35,562.16,532.57,35.0,28.41,33.26,15.92,24.39,276.87,358.68,303.68,301.08,379.62,107.85,96.96,105.48,109.69,105.68,1174.75,1172.51,1141.88,1220.88,1166.99,3016.92,746.91,2317.76,1916.74,2178.33,380.44,421.67,428.41,437.08,411.54,446.4,512.28,487.61,3424.58,4296.43,1591.29,2365.73,3602.8,45.99,53.93,75.26,71.67,52.48,268.41,289.01,224.87,257.78,274.09,1.56,3.92,4.55,3.15,3.58,3.67,1.54,4.99,3.69,3.38,10.58,41.17,92.31,87.31,24.83,63.59,13.15,14.16,12.53,38.55,25.45,7.24,14.2,21.32,6.73
2025-06-10 00:03:15,79.86,86.74,89.37,49.43,7898.08,9688.9,7945.34,1157.89,1126.52,1093.94,1185.44,1059.26,1038.29,1115.02,1206.74,1146.51,1049.72,451.62,470.73,495.15,579.88,559.27,519.0,591.62,593.48,470.79,461.68,15.08,35.73,25.96,27.19,22.62,342.29,205.74,190.07,378.28,187.88,101.73,97.0,102.51,100.1,103.59,1441.89,1371.06,1401.72,1156.84,1420.07,3657.8,2867.74,2400.93,1098.9,666.8,475.83,432.86,434.0,398.11,523.6,532.29,406.67,408.25,1539.09,2759.69,2003.47,5489.36,4906.5,64.72,78.87,71.45,48.76,50.87,274.88,203.85,280.7,219.41,297.67,1.11,4.86,4.64,4.42,4.39,0.53,3.26,0.47,0.46,1.53,60.31,39.3,11.5,59.25,41.98,36.86,68.52,24.12,73.84,33.77,9.67,10.01,24.51,23.79,19.91
2025-06-10 00:03:16,82.93,42.52,109.83,48.38,9008.64,9532.48,8459.37,1032.18,1046.04,1200.14,1164.49,1089.04,1099.72,1153.77,1143.54,1092.49,1052.3,595.1,518.95,542.9,614.86,492.58,518.38,541.95,544.96,610.99,481.22,16.4,39.71,28.09,27.54,29.14,189.96,206.48,302.47,246.64,348.99,108.1,108.65,98.39,103.87,107.52,1234.39,1512.58,1579.3,1524.21,1294.1,2100.24,2198.43,1906.28,3007.95,689.14,434.88,424.84,422.2,406.9,549.29,514.4,430.11,441.3,1569.43,5030.85,5249.27,2495.44,3882.28,52.39,75.3,65.06,66.99,64.16,275.85,251.81,255.55,226.6,233.32,1.5,2.49,2.94,4.68,3.59,1.61,4.92,3.57,2.76,2.4,99.29,89.04,99.61,53.79,60.31,69.96,18.22,15.37,76.98,65.09,20.17,23.56,17.07,28.2,19.12
2025-06-10 00:03:17,64.37,61.3,83.39,64.53,7966.85,8963.4,8121.09,1083.12,1043.01,1045.87,1122.19,1164.36,1182.83,1082.47,1211.48,1032.72,1186.16,535.32,597.84,534.11,529.45,608.0,589.89,571.4,608.63,611.92,502.38,19.59,38.01,15.1,15.33,26.97,223.61,209.5,366.02,345.67,271.88,101.01,100.68,104.35,109.38,98.55,1289.18,1521.11,1596.5,1129.09,1317.55,3760.83,689.15,1963.23,3519.17,1042.25,544.25,476.25,535.49,389.86,492.28,429.69,400.68,531.65,1737.19,4646.3,3419.33,3194.0,3266.97,72.84,73.34,45.74,46.23,52.04,285.5,215.29,215.96,274.0,273.05,4.96,1.16,1.64,3.17,4.32,4.79,4.48,0.35,1.78,4.67,59.38,11.49,50.47,31.93,35.0,78.08,22.04,40.82,67.77,83.91,10.04,6.72,6.58,29.01,12.95
2025-06-10 00:03:18,64.64,62.48,108.67,100.47,7570.87,7877.5,7674.03,1204.33,1069.83,1184.58,1100.12,1118.89,1102.29,1046.01,1055.32,1034.35,1107.65,595.53,558.27,576.8,507.79,531.09,454.22,468.58,546.34,619.73,477.21,33.76,32.57,29.7,37.5,22.85,210.14,266.68,319.16,258.21,246.16,106.71,109.58,106.73,102.5,106.43,1443.01,1573.15,1316.22,1177.92,1269.01,2532.91,1800.78,582.81,1315.23,3188.4,402.76,380.1,428.33,549.33,467.25,559.56,529.24,412.86,3884.85,1629.23,4045.9,2461.36,4754.86,47.8,48.21,79.09,79.12,51.59,264.74,210.57,244.17,284.86,232.28,0.76,0.53,1.63,2.99,1.57,1.19,4.96,3.82,2.15,2.7,68.56,56.18,20.39,54.04,23.9,25.87,11.1,18.61,11.53,70.15,26.22,12.15,14.68,29.88,28.5
2025-06-10 00:03:19,42.32,96.57,108.21,58.64,8828.62,8533.03,7536.79,1150.0,1145.38,1208.29,1031.83,1200.64,1113.88,1116.38,1175.81,1067.0,1201.05,544.76,579.82,564.57,475.91,484.72,613.13,516.0,592.21,459.9,500.37,38.11,29.93,22.59,33.81,18.76,243.99,224.33,368.35,247.08,367.82,102.97,100.85,106.22,107.64,96.51,1576.72,1407.81,1381.58,1402.25,1226.23,4340.31,1147.21,1258.25,1185.88,554.22,458.59,431.88,467.76,540.39,463.24,451.53,529.47,453.38,3094.78,4466.89,3522.25,2070.41,3611.16,59.99,49.24,56.73,68.57,54.13,279.7,255.38,244.53,207.72,282.35,3.91,2.81,2.08,3.65,0.88,1.76,3.71,0.87,4.51,2.95,12.85,23.42,11.82,30.19,32.66,63.82,49.36,88.14,52.04,90.63,5.75,18.07,28.31,27.18,12.07
2025-06-10 00:03:20,76.92,95.42,98.7,66.7,8484.65,8699.68,7797.01,1101.79,1172.43,1058.98,1147.05,1143.61,1188.87,1062.68,1111.28,1200.88,1211.44,481.87,504.98,542.42,517.95,494.97,599.05,592.79,503.39,484.63,496.19,32.63,22.57,15.46,37.77,26.02,192.9,224.7,283.13,277.73,284.46,100.54,106.44,108.56,106.68,109.42,1502.26,1532.59,1440.29,1155.36,1391.39,2051.16,3223.43,1235.69,1262.59,2874.77,496.38,542.72,461.52,424.24,514.1,399.61,447.59,506.54,3802.75,4343.68,4286.12,2258.86,3112.53,55.43,66.7,58.39,53.9,51.33,275.83,213.59,248.2,239.18,222.64,0.79,0.84,4.15,0.17,4.87,1.62,1.51,1.67,1.25,1.56,81.45,36.92,18.53,13.66,82.18,93.19,51.59,39.8,59.96,46.79,25.55,5.63,26.75,20.77,5.92
2025-06-10 00:03:21,81.36,43.49,59.58,41.18,8578.42,8363.65,8499.83,1068.63,1039.79,1064.99,1182.2,1039.49,1060.12,1158.6,1089.98,1055.57,1196.22,489.51,484.65,536.61,560.71,511.54,543.91,618.65,532.45,526.5,465.4,21.57,38.54,23.34,33.98,24.19,243.96,209.26,260.1,208.55,219.97,95.95,99.83,97.14,107.57,105.78,1321.66,1587.35,1229.58,1259.69,1205.94,1291.02,1314.65,2677.69,2704.28,4356.06,566.99,454.55,407.26,403.01,415.55,544.05,476.1,523.34,5459.52,4216.73,3538.3,2686.89,3071.86,69.46,77.58,53.05,68.42,64.95,246.84,288.23,204.53,269.33,202.21,4.14,1.5,2.11,4.85,0.91,0.71,4.15,1.86,1.84,2.3,24.14,61.25,47.89,91.5,38.15,73.29,48.21,74.89,83.18,15.67,12.58,21.63,11.35,29.87,22.49
2025-06-10 00:03:22,56.96,75.99,47.13,92.08,9228.02,7550.16,8509.92,1190.61,1157.34,1059.42,1187.35,1065.01,1194.47,1101.02,1145.84,1154.58,1160.94,573.92,452.74,603.4,567.04,615.94,549.38,503.94,453.18,599.32,567.91,21.62,38.02,19.93,19.71,24.22,357.53,225.26,290.98,233.68,211.65,99.79,96.24,100.02,102.93,96.01,1261.29,1146.49,1169.84,1346.34,1432.03,1983.12,3324.32,2101.88,2431.39,1713.42,477.16,451.48,510.73,403.51,481.66,439.96,472.24,466.95,2943.33,5063.48,3569.72,4051.79,5395.55,77.63,59.58,55.21,74.15,64.85,203.63,236.29,287.65,267.22,235.97,0.46,3.17,2.28,0.11,2.69,3.85,2.24,2.44,0.74,3.52,71.76,29.78,46.12,78.26,37.72,56.21,75.69,52.37,14.33,18.47,11.29,29.21,13.34,17.43,16.66
2025-06-10 00:03:23,73.18,74.6,72.62,107.81,7615.88,8680.79,9065.04,1056.97,1113.71,1097.28,1077.98,1177.26,1147.72,1090.56,1032.28,1198.16,1167.3,618.96,535.7,565.56,546.29,499.13,473.16,512.07,501.78,573.02,587.42,15.82,15.35,39.43,26.31,36.59,232.15,322.11,307.03,197.42,228.46,104.62,109.88,96.84,108.44,98.55,1137.85,1470.61,1450.14,1348.02,1101.89,1876.87,1962.55,1558.06,4087.11,3588.69,494.88,458.63,541.04,504.31,442.02,408.49,489.86,538.04,5302.91,2141.1,3018.01,2233.1,2910.61,74.17,53.0,49.13,55.32,71.87,291.37,202.57,227.16,294.86,239.09,3.75,4.13,4.01,3.85,0.73,3.26,1.77,1.28,4.24,4.84,50.58,85.01,18.31,14.51,64.85,21.1,13.61,21.94,21.87,58.68,21.98,10.03,20.58,22.31,13.36
2025-06-10 00:03:24,87.62,98.23,70.4,62.24,8328.72,7926.05,8489.82,1151.71,1098.72,1045.36,1186.96,1062.03,1068.35,1146.24,1138.19,1037.09,1198.32,450.51,458.68,559.76,477.63,504.19,452.99,593.81,517.02,590.92,556.08,32.45,24.47,34.49,39.97,39.62,267.12,229.19,334.23,363.64,332.08,95.17,109.23,103.68,95.3,104.33,1104.4,1226.56,1568.37,1546.48,1129.22,2525.22,729.97,3949.75,1979.14,1774.74,468.84,488.81,444.62,495.62,440.33,559.05,507.22,533.37,3608.54,2999.87,3106.91,4644.22,3557.55,53.63,55.48,72.75,58.31,48.73,259.33,249.31,284.11,292.23,296.75,1.4,2.47,4.61,1.4,2.71,2.49,1.11,0.87,0.43,2.68,98.4,12.53,85.85,95.37,33.4,46.53,12.1,43.21,75.46,70.48,21.49,5.36,16.72,5.01,5.73
2025-06-10 00:03:25,64.09,95.57,55.67,101.84,9071.93,9597.75,7874.05,1096.36,1101.1,1098.81,1182.21,1148.31,1030.5,1196.38,1068.79,1096.41,1136.18,528.54,454.41,570.83,496.89,613.91,504.46,582.73,518.97,582.56,535.28,31.15,16.39,36.87,34.28,29.96,350.04,293.8,197.21,301.53,368.51,96.64,101.97,99.29,105.04,95.17,1333.76,1462.84,1233.33,1468.24,1521.01,1591.49,2995.48,645.18,1690.36,4371.17,512.87,474.67,554.24,471.03,411.62,398.87,508.32,462.01,3578.41,2072.52,3691.56,1593.37,3321.61,48.84,50.18,57.84,73.17,76.62,220.23,216.12,274.29,208.86,222.16,4.32,4.01,3.53,4.93,3.51,2.57,3.96,2.51,1.91,3.56,71.98,15.92,83.92,40.16,85.03,43.15,32.96,87.7,45.18,57.97,27.96,15.31,17.73,18.91,27.43
2025-06-10 00:03:26,45.38,89.71,65.06,98.42,7942.43,8998.81,9687.2,1056.16,1194.88,1030.69,1137.97,1189.87,1113.03,1150.95,1108.16,1175.42,1200.25,487.62,520.81,555.44,542.33,557.23,502.29,530.94,593.54,494.88,458.68,39.63,19.6,28.03,22.41,27.21,228.62,370.69,240.86,294.75,351.95,105.99,99.84,97.03,103.77,100.02,1499.74,1492.19,1328.29,1242.65,1306.18,2033.45,1441.0,1429.27,3405.96,3752.22,399.31,449.7,505.52,512.71,553.25,554.92,462.13,402.94,2015.84,2256.0,1747.1,1606.4,4397.68,77.01,62.3,51.78,79.08,57.85,276.12,298.91,295.82,224.19,245.55,0.94,3.46,4.35,0.21,3.4,1.01,4.71,0.4,1.6,4.49,91.45,26.87,80.97,21.27,82.92,92.05,85.69,45.08,33.76,52.1,9.09,28.23,26.3,8.16,27.31
2025-06-10 00:03:27,69.49,60.46,90.98,49.83,9179.97,8412.02,8733.1,1146.16,1067.02,1107.61,1071.2,1064.38,1168.11,1131.93,1064.99,1104.49,1079.41,502.3,612.27,518.18,606.37,618.83,560.74,455.49,578.89,521.96,556.28,39.99,24.16,29.83,20.33,19.24,379.84,229.83,277.69,320.43,281.34,106.01,106.76,107.77,102.14,104.93,1546.63,1216.79,1302.7,1100.8,1130.21,1547.77,4403.45,3055.35,2207.86,1807.48,426.3,441.9,469.95,410.13,439.82,503.0,521.66,568.14,3533.49,4241.54,4448.6,5023.45,5064.39,78.14,61.27,66.73,64.5,62.3,282.74,282.16,267.36,239.03,268.25,2.58,0.86,4.99,0.29,2.08,0.76,0.11,1.73,3.66,0.77,77.42,31.73,49.93,92.28,66.87,63.18,71.94,18.52,67.39,29.07,24.99,24.54,21.19,11.52,27.09
2025-06-10 00:03:28,94.4,43.87,48.2,100.17,8501.55,8373.0,9156.09,1059.59,1144.04,1151.65,1192.52,1157.56,1058.41,1213.23,1208.92,1150.6,1140.68,611.99,497.42,493.93,454.51,454.19,541.02,569.5,579.31,459.82,555.26,36.06,17.77,20.37,36.31,37.92,313.85,183.02,357.16,275.17,244.18,98.5,101.02,101.44,100.66,98.9,1316.35,1437.22,1196.94,1289.66,1458.62,4434.25,2445.04,4461.47,902.99,2752.53,509.38,424.76,420.64,410.43,504.01,473.21,480.72,549.18,2300.41,3034.4,3708.57,1763.91,4252.23,63.51,62.42,46.48,79.2,47.26,245.05,279.02,286.46,251.46,238.14,1.75,1.19,0.85,4.1,3.31,2.27,2.68,2.75,1.75,0.55,97.95,97.71,28.92,37.18,70.35,26.6,44.63,35.89,53.34,24.06,26.79,9.6,21.08,29.88,13.54
2025-06-10 00:03:29,101.4,107.32,40.21,72.32,8716.07,8357.17,9319.83,1032.71,1123.4,1143.57,1161.55,1141.53,1072.12,1201.55,1052.09,1145.33,1131.52,546.94,567.98,478.83,496.86,501.59,551.61,497.12,562.64,495.42,589.69,23.43,24.13,19.07,23.61,22.68,363.96,313.29,260.03,247.32,258.36,96.19,97.17,104.39,102.72,109.39,1585.82,1152.28,1189.39,1393.04,1599.64,2615.7,3971.65,2509.82,4203.96,2633.22,429.23,550.85,489.75,496.54,553.49,422.08,423.87,427.29,2651.57,3942.66,2698.5,4161.89,5211.67,75.06,73.31,59.02,72.66,73.53,218.57,282.2,269.78,288.09,247.7,0.91,1.57,3.19,2.54,3.43,4.53,3.09,2.9,1.32,1.87,94.44,17.32,45.13,89.34,28.23,19.49,82.92,67.48,70.16,86.25,24.96,24.08,22.31,29.78,16.18
2025-06-10 00:03:30,108.65,92.72,99.9,77.6,7653.96,8438.12,9615.08,1139.11,1108.48,1190.29,1080.99,1164.36,1219.73,1091.04,1093.97,1147.03,1118.48,588.01,521.48,601.07,550.77,502.25,598.98,513.74,577.47,612.8,592.26,27.33,24.67,32.66,27.62,37.5,186.41,248.7,332.81,353.43,325.48,108.46,107.17,107.12,105.03,98.74,1354.01,1157.4,1512.76,1377.81,1253.96,4052.56,4023.82,1312.31,846.67,2332.21,497.68,462.37,567.79,561.82,541.35,463.34,441.38,396.56,2847.33,4951.55,4217.73,3074.34,3467.42,65.46,62.96,67.49,72.14,71.28,284.67,278.66,283.83,217.99,246.98,1.15,1.57,4.06,0.18,3.03,1.79,4.12,4.95,0.37,3.71,10.46,96.26,11.53,51.75,86.05,96.4,62.59,14.03,21.68,35.82,17.92,20.12,9.08,10.44,8.92
