2025/6/10 0:05,101.91,84.54,2974.3,2872.38,3338.71,558.81,470.57,541.58,459.52,547.31,467.87,559.06,436,4907.2,2394.75,2544.85,4770.16,3176.45,54.28,50.12,70.43,51.22,70.62,294.86,280.59,243.91,257.4,220.88,1.07,1.9,3.72,1.38,2.74,4.92,0.65,0.52,3.26,1.82,33.97,88.99,75.05,48.55,72.12,14.77,10.94,46.03,72.17,40.43,26.08,17.18,15.22,20.9,14.43
2025/6/10 0:05,91.53,108.98,2398.31,1035.59,4094.9,473.16,480.73,507.64,466.77,430.76,440.16,556.59,486.8,5258.35,2928.6,3262.73,4175.19,1626.38,46.38,73.8,54.64,52.34,73.64,282.49,212.92,297.68,221.1,235.93,2.77,4.55,1.88,4.51,0.96,4.88,3.44,3.88,4.66,4.9,51.57,21.86,44.47,50.04,94.98,17.43,99.74,76.55,83.76,33.6,25.89,11.09,5.02,21.83,18.12
2025/6/10 0:05,97.76,87.29,1532.7,3784.3,4369.43,393.05,474.68,403.11,503.58,474.25,480.84,414.36,437.93,2594.78,4771.74,3244.9,5031.27,3431.06,58.72,79.69,62.1,65.98,49.72,276.83,292.58,231.86,253.66,226.72,0.89,4.39,0.55,4.61,0.5,3.7,3.94,0.25,4.03,0.42,89.67,57.51,82.44,41.05,93.34,67.11,98.47,83.34,29.38,74.28,28.61,21.5,7.07,17.93,15.53
2025/6/10 0:05,96.19,49.29,4272.12,676.4,1081.1,397.6,529.87,448.33,409.33,533.14,557.84,564.13,470.51,2145.63,1703.46,4695.69,3042.05,5478.9,60.24,52.68,78.15,62.28,76.44,208.24,206.13,207.35,241.67,271.14,4.74,2.44,5,4.58,4.46,0.71,1.73,3,1.78,1.89,92.14,43.39,38.5,61.74,63.42,41.12,68.21,84.58,98.33,10.8,28.77,23.67,17.19,24.12,14.88
2025/6/10 0:05,72.82,65.73,2224.61,1969.28,3778.3,380.73,446.4,536.85,568.94,529.69,444.63,567.06,461.16,3519.12,5462.39,4020.18,5035.54,2341.44,55.14,71.82,64.52,50.92,57.38,235.85,209.3,210.53,232.27,255.61,2.18,2.48,3.23,3.86,4.39,2.59,0.91,2.02,0.47,1.72,41.02,37.62,50.81,14.34,83.81,62.45,87.3,96.33,99.63,28.26,14.85,15.07,22.22,20.39,11.49
2025/6/10 0:05,81.87,84.79,3642.25,1165.73,4210.62,525.51,445.01,502.51,482.56,417.48,404.82,461.53,386.17,4310.62,2366.39,4995.52,4776.45,2165.09,52.44,61.77,78.64,50.32,71.44,267.32,260.35,264.5,251.09,220.01,3.4,4.67,3.99,2.84,1.38,3,3.43,3.25,1.4,3.15,11.95,71.97,97.69,74.85,98.68,61.81,79.1,19.21,97.29,59.25,12.84,10.82,6.39,15.52,12.97
2025/6/10 0:05,82.1,54.61,1953.66,1111.5,1901.25,456.74,466.06,469.23,414.6,539.04,544.75,425.98,508.74,3086.46,4514.4,3047.96,5252.08,3197.39,78.05,68.3,75.2,60.29,74.9,234.99,296.98,263.38,258.41,206.86,3.94,0.27,0.42,1.85,0.57,1.27,2.4,4.31,2.78,0.65,49.89,20.98,42.94,35.69,57.31,21.04,41.45,73.21,64.19,87.57,25.12,29.6,28.96,13.12,19.14
2025/6/10 0:05,43.65,53.88,2483.17,3556.58,3452.01,463.51,495.8,495.82,422.45,492.01,461.69,512.91,484.11,4154.89,4775.52,3975.92,4976.18,5169.06,57.42,61.58,53.16,54.84,70.79,283.83,242.12,222.35,273.96,277.03,1.07,4.83,3.36,3.33,2.66,2.76,3.72,2.37,3.61,1.04,71.48,27.39,11.15,97.6,84.02,56.74,21.36,10.94,39.88,57.46,28.56,11.06,19.15,29.66,24.91
2025/6/10 0:05,75.17,78.37,1422.49,4241.15,592.1,423.09,465.53,405.92,527.79,517.84,491.12,473.24,537.21,1869.37,3587.27,4611.34,2222.84,5016.63,74.8,63.44,61.01,54.45,72.58,218.03,228.08,247.73,238.33,278.77,4.83,0.65,1.31,4.59,2.01,1.46,2.21,4.11,3.93,1.37,51.47,76.15,55.39,99.98,89.56,60.33,50.59,85.72,73.26,55.33,22.16,5.47,28.95,10.65,14.29
2025/6/10 0:05,105,58.75,992.93,3640.31,1881.61,405.75,444.69,547.21,460.95,389.01,411.4,497.54,423.09,3616.85,3036.17,3498.24,3955.9,2983.14,52.52,61.22,60.67,62.21,58.43,269.91,280.17,274.59,223.92,249.28,2.8,1.66,2.84,0.64,4.35,4.87,0.18,3.18,0.28,2.79,17.51,59.04,92.02,71.35,62.68,20.48,36.61,48.73,28.97,11.95,16.47,10.08,29.77,13.72,9
2025/6/10 0:05,101.66,59.5,622.73,2927.52,4066.8,431.84,561.6,425.57,411.43,445.72,532.27,498.93,427.02,4959.12,3972.17,5150.67,3152.29,5462.65,76.85,66.55,76.99,55.8,62.04,203.99,201.94,217.28,208.74,297.42,0.45,0.88,0.61,0.7,4.25,2.96,4.42,3.61,0.64,4.76,36.87,74.34,37.22,76.99,60.81,84.22,73.2,29.86,35.32,98.43,14.59,13.83,16.92,7.26,26.01
2025/6/10 0:06,84.58,72.63,3824.7,1136.1,1482.9,550.28,441.03,415.13,453.73,559.44,565.98,529.59,523.54,2997.23,3101.87,4111.93,2305.04,2871.05,63.52,48.64,55.09,68.14,58.65,254.39,276.26,284.25,298.54,253,1.71,1.74,2.24,0.72,4.26,4.68,0.43,1.01,2.62,3.66,44.33,17.86,84.32,25.1,66.96,67.13,14.78,11.47,94.81,84.82,24.4,19.81,22.99,16.44,13.36
2025/6/10 0:06,41.13,64.48,4146.22,865.17,1478.42,538.52,479.61,420.08,565.27,561.68,541.22,492.62,506.89,3259.15,4158.55,5334.88,2563.3,2360.42,70.33,58.64,45.61,48.59,73.82,257.03,295.01,214.62,233.96,234.41,3.78,4.61,1.63,3.6,3.88,3.25,4.49,0.64,2.63,3.17,22.93,91.98,62.18,53.92,78.91,28.39,55.33,80.91,31.71,45.2,22.98,12.97,16.85,27.6,28.91
2025/6/10 0:06,82.27,87.66,919.68,3399.99,1508.52,389.36,448.45,389.5,492.72,398.59,519.33,440.02,508.51,3345.7,3983.52,5180.53,3191.68,5286.75,45.79,59.47,49.14,54.53,79.37,224.67,263.19,270.44,275.09,248.72,1.99,2.75,4.02,2.93,1.74,1,0.2,2.35,1.82,3.06,59.67,33.58,47.64,32.69,42.14,33.15,93.85,30.57,89.63,64.82,28.6,22.34,11.33,13.91,23.93
2025/6/10 0:06,74.58,74.83,3607.65,3963.43,3244.07,454.91,460.09,484.7,401.17,390.07,529.47,569.81,386.86,3207.58,1715.95,3771.19,4844.3,3531.65,57.18,72.28,47.23,73.39,78.04,273.75,293.4,202.61,257.96,205.55,4.45,4.99,2.16,3.94,4.71,2.88,2.5,4.7,2.29,4.18,69.46,92.02,65.72,62.29,20.32,60.19,18.89,61.07,57.49,49.86,5.96,22.18,10.47,7.2,7.63
2025/6/10 0:06,90.63,49.87,1482.13,588.89,2981.35,409.42,483.53,492.58,403.2,385.6,405.09,553.47,427.39,4494.45,4144.44,2061.22,5343.29,1534.18,74.22,47.51,46.76,46.65,54.66,284.92,203.82,215.71,262.88,259.01,2.79,4.39,0.14,0.15,2.89,4.53,1.81,0.14,1.54,4.26,15.73,15.6,77.37,39.34,60.44,71.6,52.54,30.97,87.31,12.18,27.28,7.5,17.71,19.83,7.86
2025/6/10 0:06,49.63,67.66,3389.58,2211.14,1735.05,398.22,392.42,380.66,566.75,414.57,461.58,468.86,421.96,5404.28,2664,5455.04,2004.18,4590.4,79.57,61.46,67.32,59.02,76.39,271.19,283.14,275.86,248.96,243.64,3.44,1.72,0.24,1.24,3.46,2.71,3.11,1.89,2.19,4.41,14.32,24.82,64.4,47.49,84.29,84.78,29.04,80.5,28.03,32.4,16.31,17.86,6.8,28.3,7.23
2025/6/10 0:06,84.76,56.95,1523.73,3120.58,1413.23,493.58,516.4,506.89,462.52,536.65,498.58,547.7,486.44,1565.3,4757.34,2304.51,3482.36,2596.68,49.87,79.73,55.9,59.43,75.07,215.9,270.62,273.93,254.19,254.74,4.89,1.68,1.91,0.61,2.65,1.17,2.69,3.75,1.4,4.09,97.2,72.22,79.78,21.71,37.07,13.05,93.4,76.91,26.85,74.39,25.24,29.9,24.82,26.67,14.56
2025/6/10 0:06,47.17,95.14,3241.47,3779.41,2675,426.42,460.75,394.94,479.01,561.31,461.2,541.89,382.92,4796.48,2885.86,4039.09,1638.02,3306.75,64.61,55.15,52.75,54.81,65.82,254.95,288.2,235.41,241.93,215.54,3.17,0.62,0.57,2.66,3.22,0.69,3.87,4.54,4.04,2.5,60.09,64.02,72.48,27.62,74.29,61.52,81.71,10.62,66.72,97.14,15.03,15.08,7.81,5.88,19.83
2025/6/10 0:06,100.79,108.89,3203.56,2874.51,3076.06,520.34,397.04,542.04,463.63,419.71,398.96,394.78,427.18,1674.74,5456.31,5317.54,2497.94,1970.17,68.53,71.77,52.96,55.54,59.97,286.43,204.56,273.63,279.15,222.04,2.19,2.45,2.25,3.45,0.39,1.54,0.25,1.72,1.06,4.03,52.06,96.63,50.42,15.42,13.29,40.06,52.8,32.86,97.39,40.3,21.01,22.49,19.83,25.75,29.28
2025/6/10 0:06,61.24,49.42,2164.14,3979.66,1517.67,394.2,452.65,514.4,460.67,451.02,416.22,441.74,525.52,4927.63,4289.56,3774.94,2579.56,4523.86,72.52,59.3,62.73,70.05,78.84,206.39,295.29,251.35,258.41,211.62,2.23,3.68,3.82,4.93,3.92,1.58,2.25,2.24,2.51,0.99,41.13,91.73,51.96,39.97,96.02,71.25,52.22,79.74,52.94,17.24,17.27,27.51,6.49,6.11,21.31
2025/6/10 0:06,61.64,93.22,3208.46,854.95,707.79,539.26,565.71,499.31,553.75,469.52,511.14,466.91,444.69,3519.46,5498.34,5046.11,3504.05,3245.4,74.34,71.78,57.72,54.73,74.24,248.5,234.08,242.81,221.63,266.84,1.74,2.38,0.88,1.61,0.56,1.47,3.36,0.52,0.31,2.56,99.92,51.86,10.74,52.27,95.08,87.69,99.16,26.64,90.1,47.48,27.45,20.61,27.32,8.15,23.63
2025/6/10 0:06,87.38,60.35,995.32,2874.16,3071.08,429.4,432.33,500.11,445.23,393.93,395.43,518.23,541.16,2629.21,4604.56,4634.04,1782.02,5066.11,48.11,79.3,60.11,77.1,72.97,244.04,266.46,221.51,230.47,284.16,2.31,1.84,3.75,2.08,0.38,3.85,1.8,2.8,0.19,0.74,18.87,31.31,63.9,70.65,70.9,58.81,18.76,27.15,37.44,72.23,6.74,19.86,29.75,13.49,5.71
2025/6/10 0:06,81.83,49.25,3020.27,3530.37,3707.71,566.79,519.3,439.93,402.01,488.31,527.1,408.8,568.32,2187.62,2611.99,4811.2,5215.62,4214.88,74.17,63.15,63.5,74.9,66.97,235.98,274.42,252.25,240.65,226.71,3.63,0.73,1.94,2.17,1.54,4.59,0.64,0.78,2.79,1.01,74.72,78.28,32.93,40.86,70.67,96.28,32.07,22.67,37.17,28.2,8.91,16.57,22.32,14.33,6.4
2025/6/10 0:06,44.3,45.34,3619.93,4181.17,2471.93,540.49,429.2,548.34,565.86,443.25,399.14,381.28,495.31,1540.56,3182.73,4636.13,3822.68,4215.97,65.76,50.9,56.61,72.1,51.62,226.86,213.61,262.95,256.55,262.36,0.98,4.41,1.43,0.23,3.59,0.84,2.92,0.56,4.06,4.93,49.66,77.92,78.96,74.92,87.3,19.47,54.49,38.31,19.46,54.12,25.53,27.5,6.65,9.23,23.95
2025/6/10 0:06,58.97,60.24,2640.71,958.69,1546.62,472.11,556.97,492.97,500.38,504.72,428.83,513.23,391.53,2557.38,4106.61,3869.93,1915.31,2045.5,46.73,48.09,48.4,68.99,59.64,251.39,244.97,228.98,241.19,217.52,4.8,0.11,0.96,1.1,1.23,0.39,3.7,4.8,2.87,3.52,11.32,62.29,31.99,89.57,78.52,72.89,24.24,79.4,56.52,78.71,11.54,21.12,17.87,25.25,22.36
2025/6/10 0:06,55.56,65.55,1671.31,1751.62,1003.52,502.63,490.3,408.52,498.4,475.92,481.67,477.76,489.18,4902.56,5357.45,5043.97,3881.52,5332.04,59.49,50.82,79.38,71.32,50.23,220.8,200.71,245.47,210.46,234.62,4.24,2.97,0.13,4.81,4.18,3.92,2.22,2.88,4.92,4.79,82.22,95.44,79.73,67.93,22.78,83.32,49.59,78.29,60.59,99.49,13.77,24.5,8.14,9.72,14.28
2025/6/10 0:06,99.29,85.96,2335.59,807.02,4011.88,567.69,508.63,456.93,429.53,415.22,526.72,549.52,398.62,1529.99,5006.58,1704.07,5069.43,2252.61,79.56,48.49,73.1,71.92,60.7,258.01,203.16,298.34,279.08,235.96,1.62,1.18,0.27,2.16,2.16,2.6,4.03,1.28,1.62,2.35,81.42,48.56,96.13,62.76,98.32,30.37,53.33,42.72,50.06,71.15,10.46,14.24,6.26,28.17,17.26
2025/6/10 0:06,78.53,68.13,2696.92,3097.84,3469.16,498.31,532.06,412.23,422.94,527.01,401.61,551.68,381.74,3345.99,2103.95,4333.63,4434.38,4580.78,60.75,69.4,69.33,69.12,71.33,212.94,262.9,210.88,229.51,252.91,0.9,1.2,1.68,4.42,2.26,4.97,1.06,3.84,4.34,2.05,40.04,20.51,40.38,97.57,76.6,25.51,20.03,50.34,48.21,19.1,6.49,24.43,26,24.69,17.35
2025/6/10 0:06,95.27,41.53,1863.04,2898.02,2555.12,471.86,449.48,444.98,550.17,383.62,495.92,444.09,537.21,4040.49,1712.67,4294.79,4327.38,4064.75,57.12,64.13,46.4,48.18,64.82,244.73,271.07,208.4,239.64,295.48,2.29,1.12,3.46,3.22,2.69,2.42,2.91,2.75,2.35,2.84,49.48,95.68,20.64,11.64,91.42,48.37,32.7,64.36,70.26,10.84,15.85,24.9,6.27,24.56,28.36
2025/6/10 0:06,47.19,108.26,1052.1,878.45,1369.72,469.82,562.91,536.96,458.49,409.85,516.11,399.11,513.43,5120.47,2510.41,1586.78,2619.21,4863.56,66.94,72.76,59.82,69.6,79.13,268.72,295.02,202.95,258.93,272.7,1.71,0.36,3.57,0.41,3.34,2.49,3.07,3.16,4.12,2.92,66.78,44.09,62.64,71.15,34.75,92.49,81.88,54.42,51.65,65.4,17.62,29.78,27.98,18.2,18.46
2025/6/10 0:06,109.54,88.22,2035.77,505.79,4388.27,484.42,465.15,448.05,514.55,528.1,441.69,460.85,488.69,1555.77,1643.7,5139.16,1742.52,4753.03,71.24,64.14,46.8,78.17,66.26,209.47,270.86,292.45,281.03,210.83,3.67,2.64,1.66,4.97,0.43,3.56,4.41,1.05,1.4,1.71,79.41,34.07,16.77,60.17,45.59,77.47,18.34,19.08,19.46,61.77,29.46,14.72,12.65,6.72,23.62
2025/6/10 0:06,57.04,70.82,4208.72,1360.09,680.4,428.67,459.67,394.59,438.9,479.4,402.78,381.87,416.31,3428.48,5010.04,2663.26,1962.76,4683.43,56.17,68.64,73.47,60.06,73.55,282.5,242.11,215.06,225.26,222.36,4.61,0.51,2.35,1.02,4.74,2.37,3.34,4.42,4.68,0.9,43.29,52.92,36.35,41.87,53.16,42.61,44.87,43.56,95.61,25.42,26.74,7.65,6.63,9.36,12.81
2025/6/10 0:06,80.29,55.46,3184.76,975.8,4418.84,397.36,512.01,446.49,465.46,406.38,402.19,529.36,401.35,4234.59,1961.05,1500.57,3920.65,1704.58,74.88,52.78,46.06,56.1,46.16,248.81,240.5,290.55,289.52,207.26,4.59,0.33,2.6,4.79,4.49,2.45,1.14,1.06,3.24,2.06,87.97,24.85,81.18,15.38,47.15,84.33,88.37,26.9,34.59,73.44,20.3,29.94,15.25,7.94,23.94
2025/6/10 0:06,52.59,101.22,4262.91,3455.56,1946.92,393.52,552.73,513.3,433.14,537.16,396.42,384.6,523.83,5452.77,3784.86,4682.86,1870.51,3084.21,60.01,48.91,59.06,77.07,66.9,274.26,275.85,258.17,283.26,293.34,2.96,4.77,0.92,4.24,3.61,0.73,1.03,4.07,1.87,3.61,75,39.18,81.42,89.04,40.23,40.04,38.89,45.25,63.65,78.06,20.55,8.6,16.61,7.96,18.23
2025/6/10 0:06,63.9,54.17,3826.08,4078.41,2082.12,411.41,413.4,496.8,384.56,412.76,461.39,467.57,416.32,2028.35,2567.91,5226.66,1984.26,2973.4,53.18,54.06,51.32,46.03,71.7,241.29,205.66,243.37,205.28,207.13,3.08,4.25,0.93,2.24,1.05,4.04,2.76,0.56,3.64,1.68,15.78,48,38.11,77.53,22.54,43.58,52.39,76,38.58,18.86,10.61,5.49,23.99,23.94,16.93
2025/6/10 0:06,44.36,87.6,3840.62,2898.81,2431.48,518.43,383.3,471.11,494.12,403.45,530.23,420.5,420.97,2055.17,2041.43,5164.25,4016.51,5117.87,78.11,77.82,68.38,50.08,59.04,286.97,290.83,224.02,275.15,228.78,2.3,4.25,2.88,3.81,0.83,1.57,4.11,4.86,4.62,4.42,67.17,39.71,30.96,92.18,15.81,62.65,67.21,70.97,89.58,73.69,5.5,27.55,26.95,24.07,25.4
2025/6/10 0:06,56.66,40.05,4448.14,3988.37,530.22,519.03,487.41,434.86,389.96,480.71,514.9,469.19,405.1,3455.54,5326.57,4696.35,3365.91,3497.95,62.91,57.36,56.32,53.08,53.97,270.43,283.76,273.26,230.78,241.82,0.99,2.01,0.6,4.39,1.32,1.79,1.62,3.84,0.87,0.96,22.41,26.17,71.7,37.01,72.31,15.43,83.92,38.28,78.9,48.01,19.03,26.09,11.79,22.34,11.88
2025/6/10 0:06,65.16,90.26,1633.1,3553.62,3231.54,500.08,539.81,450.55,403.39,479.54,540.13,514.02,536.31,4172.56,2222.38,5000.51,2728.98,2118.25,75.09,63.91,68.03,58.56,58.36,292.42,261.55,204.61,263.77,243.7,1.1,1.24,3.75,4.94,4.66,3.37,0.32,1.4,4.18,0.85,37.16,14.8,12.26,65.72,25.37,69.67,32.81,23.65,78.34,83.66,5.35,28.84,20.69,15.53,6.84
2025/6/10 0:06,103.64,90.11,3914.66,711.46,4328.13,513.89,547.45,403.69,452.19,552.9,382.87,515.64,388.33,3692.28,4556.56,5229.8,2170.65,3830.01,70.08,54.37,59.46,48.1,70.61,297.8,289.79,261.54,248.33,299.33,3.94,4.58,3.29,2.86,1.43,1.81,1.7,1.89,4.97,3.85,95.94,98.03,15.16,21.01,93.74,33.79,97.7,79.22,12.9,35.1,10.71,23.84,7.45,29.22,28.99
2025/6/10 0:06,66.88,44.49,3706.5,1185.01,1195.1,528.8,483.02,410.76,416.05,515.84,434.58,553.83,484.95,1544.24,3451.09,5117.43,4386.98,4009.52,49.1,68.22,62.33,67.45,47.32,294.56,208.11,255.58,226.07,229.35,1.95,0.19,0.25,1.52,1.28,1.32,4.9,1.85,3.42,0.49,75.27,75.53,64,44.26,41.85,80.91,90.6,25.13,32.95,26.22,12.45,8.41,17,18.94,5.67
2025/6/10 0:06,84.27,65.33,2213.54,2312.94,2395.43,495.36,551.26,514.6,440.35,420.09,539.21,522.03,476.27,2837.71,5225.53,5054.08,2000.45,3022.07,61.29,79.07,54.43,59.94,64.43,289.45,201.46,269.76,224.67,249.43,0.32,0.29,3.64,3.9,0.71,4.56,0.36,3.96,4.44,3.22,93.86,44.94,58.7,25.94,69.54,80.53,16.33,44.34,10.31,13.83,6.59,17.63,22.78,12.72,28.34
2025/6/10 0:06,83.56,89.54,3491.09,1968.34,529.35,502.47,514.36,399.42,423.15,491.79,503.29,528.79,409.39,3660.58,4617.24,2259.55,5012.54,1550.82,74.38,59.52,62.09,55.9,60.37,259.58,236.46,278.39,207.75,289.96,4.18,0.27,2.22,1.68,0.15,0.7,1.74,1.14,4.61,0.91,29.87,73.5,86.41,71.05,78.01,25.24,42.38,86.49,35.05,11.79,6.84,24.94,13.29,5.81,28.36
2025/6/10 0:06,98.64,90.42,519.08,3786.6,2417.5,423.24,502.64,425.19,455.75,401.53,560.57,544.59,384.06,5098.89,3606,4118.24,1726.64,2482.62,50.57,60.56,49.38,45.99,72.83,296.36,299.18,285.2,213.33,292.35,2.97,3.51,4.68,0.16,1.09,0.11,0.52,1.46,4.62,1.7,89.72,25.64,63.77,42.8,45.71,31.09,20.6,56.67,63.63,33.85,22.48,10.87,18.48,9.69,21.67
2025/6/10 0:06,79.7,79.01,2512.79,1840.48,1898.58,456.48,390.33,433.2,473.96,543.47,423.82,523.55,476.46,2012.59,4946.94,2130.97,2076.41,2413.16,75.82,54.21,76.09,79.21,51.59,231.53,233.73,231.39,297.08,240.74,3,4.58,2.08,1.16,0.64,0.27,2.98,2.12,4.47,1.82,86.12,41.97,61.47,24.41,50.33,47.9,32.54,47.55,96.6,98.17,29.88,16.79,19.13,14.69,22.98
2025/6/10 0:06,96.79,77.11,1305.99,3337.93,4200.07,563.2,427.93,556.05,436.79,434.84,474.09,541.33,486.13,4070.73,3432.81,1785.4,4627.13,4724.66,51.34,70.68,55.1,79.99,75.35,231.1,205.32,261.33,220.67,264.97,1.95,2.85,2.17,3.79,0.79,1.44,3.12,3.65,0.96,3.26,33.3,95.13,36.56,72.13,55.07,94.83,58.93,62.34,39.4,20.37,21.16,23.91,28.58,16.95,25.38
2025/6/10 0:06,40.55,98.54,2139.33,1160.92,3551.72,487.3,410.29,516.44,533.25,442.51,511.35,550.39,382.64,4868.71,2114.72,4723.61,2211.48,4900.8,77.66,65.23,65.56,79.15,64.83,287.05,263.89,203.52,221.74,254.64,2,0.23,2.87,3.41,1.52,2.24,1.55,2.16,1.93,2.7,95.82,79.17,23.43,66.24,49.68,56.83,58.91,74.75,19.48,79.99,24.6,25.6,16.38,6.05,14.28
2025/6/10 0:06,81.35,55.31,2257.51,2801.78,4172.71,472.94,523.16,457.27,443.62,441.01,489.35,411.78,452.31,2593.48,3760.8,2806.76,3415.26,3837.46,66.38,69.19,78.2,74.59,53.04,299.57,241.92,225.32,298.49,201.12,4.85,3.77,1.49,0.64,4.97,4.38,4.54,4.48,3.27,2.1,21.63,33.36,88.78,44.19,45.67,62.64,19.49,76.87,40.75,69.09,8.48,18.92,20.77,20.52,19.03
2025/6/10 0:06,80.97,99.05,1463.77,2333.7,1175.6,548.7,486.02,523.32,523.31,426.41,480.2,382.27,549.18,2415.85,2917.65,2829.22,4448.38,3196.07,52.08,63.35,62.21,63.24,78.69,255.05,252.09,224.57,275.9,269.8,4.05,2.98,4.96,0.34,0.61,2.86,3.22,1.33,4.95,0.16,65.15,30.26,79.42,17.37,46.69,91.63,54.61,61.95,50.55,74.07,16.18,21.53,14.29,22.76,28.52
2025/6/10 0:06,50.27,81.64,3048.09,3967.31,4155.61,465.79,443.74,411.34,565.41,443.41,452.77,397.77,388.98,2438.14,2387.14,1514.31,5299.17,5021.95,53.34,46.31,51.32,57.27,66.99,289.83,202.77,291.04,283.27,240.62,4.03,2.55,0.92,4.56,3.46,4.77,4.17,2.79,2.85,2.15,66,47.79,83.31,43.69,89.62,25.22,14.72,23.59,63.85,75.12,13.72,29.7,9.3,29.37,25.25
2025/6/10 0:06,83.46,84.7,1253.73,3552.79,1087.78,386.53,415.65,550.72,509.58,538.18,550.51,387.15,397.38,3141.48,5047.93,2927.68,1610.48,3554.55,58.11,74.73,78.96,47.1,71.15,284.55,206.52,280.88,244.61,280.78,4.68,3.88,0.85,3,2.72,4.92,0.61,3.66,3.22,3.69,64.81,90.21,12.66,77.04,71.92,74.49,90.88,34.2,10.11,44.41,23.84,26.04,24.63,17.67,8.57
2025/6/10 0:06,54.79,91.91,2951.65,857.29,3731.34,481.86,383.57,402.46,432.41,507.42,433.66,495.42,555.52,4539.44,1523.25,2732.28,1631.55,4289.17,79.34,53.16,56.77,50.46,66.53,205.98,210.29,273.61,284.59,297.31,3.19,1.58,4.61,3.89,1.05,0.26,2.09,4.66,4.32,0.6,70.9,27.98,81.76,70.9,49.68,59.9,14.27,44.01,35.91,26.99,21.82,7.67,24.71,10.5,25.89
2025/6/10 0:06,88.46,95.62,4319.28,636.01,3279.77,493.75,501.91,500.15,435.87,560.49,507.18,404.11,457.32,2299,3004.46,1822.92,5115.22,1703.47,47.09,78.08,49.16,51.2,53.3,210.35,282.29,281.1,251.72,233.54,0.34,0.3,2.09,2.64,1.27,4.93,2.62,0.77,3.89,0.83,96.2,27.88,83.99,98.93,20.45,47.28,24.63,13.66,94.05,77.39,16.6,14.17,8.14,8.62,13.89
2025/6/10 0:06,46.35,79.23,1612.25,1941.18,1225.21,562.39,519.25,530.3,397.86,386.44,523.1,382,523.1,2984.82,3127.63,3074.38,2663.63,4937.35,68.45,53.72,51.99,64.98,58.83,282.6,219.26,222.05,239.3,247.56,0.39,4.93,1.59,4.45,4.87,3.58,2.89,3.41,4.03,1.93,35.49,76.07,12.42,45.15,72.52,28.29,11.63,46.06,76.16,64.6,15.59,10.44,26.44,29.48,13.49
2025/6/10 0:06,85.74,83.96,1611.5,816.9,550.06,541.37,453.48,479.98,440.36,531.38,517.83,521.13,401.95,4071.77,3900.22,5337.02,4556.73,2821.82,60.94,68.9,76.9,67.95,77.08,242.82,229.31,268.58,279.35,268.35,4.7,0.44,4.39,4.17,4.5,4.75,1.14,1.04,1.95,3.95,88.4,90.26,59.13,29.63,16.61,28.11,81.02,83.18,74.15,91.68,15.34,24.53,16.74,5.17,21.18
2025/6/10 0:06,63.17,85.28,1110.15,1795.79,543.17,409.21,411.8,475.11,474.14,451.88,451.12,457.29,487.87,2787.43,4393.92,4277.95,3902.11,4735.95,45.38,68.95,68.41,79.43,70.49,256.74,224.64,249.93,204.6,243.6,4.62,2.44,2.2,4.06,0.36,2.11,2.03,3.56,3.75,2.16,92.85,17.04,32.08,44.99,68.1,73.44,14.78,65.54,92.26,13.12,7.16,28.51,6.02,21.59,28.21
2025/6/10 0:06,75.35,97.74,1631.82,938.29,1836.53,436.83,505.68,436.24,525.81,420.11,424.44,438.08,426.51,4534.84,5124.4,3868.12,3627.71,4552.47,70.1,48.22,48.16,66.91,79.79,251.93,243.35,201.64,239.78,234.16,2.09,3.49,3.23,1.12,0.58,2.78,2.77,1.24,2.64,3.6,82.39,10.94,18.93,10.94,54.12,48.77,41.3,61.71,33.65,90.24,26.26,10.09,12.36,11.11,14.16
2025/6/10 0:06,66.76,103.81,1281.07,3281.64,4310.78,447.84,418.6,469.7,412.59,441.04,538.54,537.86,408.09,3470.58,3300.67,4495.17,5086.06,4655.59,47.45,47.54,48.74,79.26,70.08,261.42,274.42,210.64,275.67,283.28,2.46,4.83,2.26,0.69,4.15,3.2,1.19,2.93,1.96,1.02,58.22,32.59,22.6,42.57,44.53,86.38,59.58,98.02,19.99,21.62,8.9,20.29,21.49,26.06,22.73
2025/6/10 0:06,89.64,96.82,3045.83,4022.48,1826.49,536.99,440.31,522.03,436.03,554.19,542.08,551.57,498.4,3173.4,3530.02,3551.58,3013.78,1535.32,48.34,47.14,48.82,50.32,64.17,213.65,232.68,254.22,277.97,201.55,0.86,4.59,2.45,0.54,4.18,3.59,2.59,0.27,4.12,1.48,97.01,94.09,74.4,12.91,47.54,62.28,67.97,58.15,78.65,30.01,22.81,15.09,20.22,8.78,24.48
2025/6/10 0:06,62.23,107.93,3124.6,4129.88,1245.42,402.52,380.02,385.41,415.13,417.66,429.61,536.18,468.84,2377.16,3917.94,2071.2,3855.98,2430.14,56.07,48.12,48.56,56.03,57.43,291.66,222.23,239.19,294.6,277.2,1.48,2.93,3.02,1.65,4.73,4.04,3.66,4.96,2.02,3.1,93.83,30.13,34.01,94.38,66.68,95.46,83.92,84.78,47.27,99.25,29.72,24.9,7.03,12.92,15.97
