,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2025/6/11 14:43,89.68,58.74,90.24,85.57,9590.75,9666.4,7892.95,1163.29,1137.67,1171.04,1052.94,1145.56,1184.42,1219.1,1105.13,1128.61,1065.08,557.8,592.87,527.64,504.95,597.85,613.74,550.21,517.89,510.14,583.71,29.41,29.72,34.35,33.85,25.34,353.05,335.2,189.37,259.63,323.54,101.09,106.12,96.63,109.78,109.47,1396.06,1480.45,1526.35,1566.49,1466.46,3213.45,929.33,2112.06,1855.58,1927.33,450.26,534.96,475.51,438.33,430.5,562.63,450.66,442.38,5211.62,2893.54,5274.35,2325.13,2806.66,61.27,67.07,56.04,74.33,65.01,231.06,209.52,223.02,256.24,298.6,4.25,0.22,3.97,4.41,1.73,0.92,1.38,3.88,1.69,2.22,48,52.67,26.12,98.97,75.03,74.88,97.89,49.4,72.93,57.52,23.19,25.16,9.86,29.84,8.12
2025/6/11 14:43,68.79,64.52,105.22,40.35,7865.75,9789.04,8112.86,1118.14,1155.77,1110.56,1185.63,1035.66,1130.78,1184.07,1217.22,1041.11,1065.97,603.42,552.53,566.41,558.08,468.22,569.5,456.18,518.72,599.08,548.4,38.35,31.29,32.65,34.71,26.61,304.99,220.66,243.02,347.61,205.88,107.6,107.29,97.49,105.34,101.56,1132.73,1503.25,1586.99,1497.13,1572.46,1134.04,3447.88,4032.51,1903.94,2679.4,418.1,386.22,560.23,463.24,498.77,512.17,418.9,386.85,1851.67,2316.65,3309.74,4871.6,2935.91,68.5,76.64,59.08,66.31,51.77,219.24,209.57,229.34,234.97,239.13,2.21,1.25,2.9,1.75,3.65,3.29,0.39,4.68,1.88,4.96,25.12,84.68,89.66,24.69,85.56,48.29,43.05,46.53,37.64,50.92,25.96,12.85,18.36,23.96,28.73
2025/6/11 14:43,108.83,76.33,88.25,77.45,7587.83,8691.99,8445.82,1040.09,1151.29,1142.61,1036.86,1050.46,1179.43,1070.62,1093.82,1113.06,1067.02,473.21,558.03,580.68,536.52,602.68,458.52,480.27,561.4,455.63,519.92,35.95,35.72,34.75,16.1,20.7,277.81,323.13,323.04,281.34,334.49,98.45,107.14,99.69,109.46,98.62,1349.84,1306.64,1468.89,1577.93,1422.37,2614.89,3369.65,3767.46,2803.34,2639.59,466.92,460.55,385.48,419.31,528.84,504.66,434.2,518.02,2511.79,3773.55,5392.83,4963.53,2154.71,55.39,59.3,68.13,76.04,49.84,273.25,246.2,234.32,287.33,254.78,4.54,3.3,1.98,2.59,2.63,4.19,4.09,2.77,2.93,4.17,35.51,92.43,29.1,96.62,77.41,33.59,99.19,14.78,55.69,47.61,19.6,24.13,18.14,17.67,6.44
2025/6/11 14:43,92.4,50.18,78.92,73.59,9709.16,8289.7,7869.06,1207.15,1032.29,1124.01,1128.79,1092.65,1164.83,1187,1164.35,1091.18,1132.77,521.16,535.92,470.46,615.36,544.45,517.14,486.86,485.82,524.62,522.64,26.12,36.93,26.1,19.13,21,373.65,359.94,366.46,344.81,255.63,96.72,96.26,106.41,95.93,100.54,1399.49,1292.4,1230.9,1419.81,1485.8,2158.35,1809.49,1707.5,1645.71,3745.78,533.12,505.97,414.2,517.39,515.15,560.13,385.8,454.43,4624.33,4126.8,1874.09,4726.72,5381.35,50.01,75.32,60.23,67.77,60.91,289.45,292.08,255.53,267.99,236.26,2.4,0.49,1.1,1.15,0.19,3.48,1.33,3.48,0.27,2.59,76.26,73.24,14.97,78.41,46.07,19.72,97,96.17,86.02,78.73,11.85,26.15,25.58,22.03,9.76
2025/6/11 14:43,75.02,58.87,86.23,96.86,8850.86,9640.08,7533.69,1192.72,1159.73,1137.55,1145.77,1104.05,1106.85,1208.29,1157.93,1060.76,1138.87,601.99,594.39,480.71,615.52,571.92,583.91,581.08,580.64,491.15,556.5,29.97,22.59,27.06,29.93,17.43,308.44,275.96,284.23,224.06,224.31,109.05,101.85,97.54,109.36,102.9,1264.78,1136.69,1493.97,1488.67,1420.98,541.58,4103.46,1872.25,803.41,1694.76,385.2,419.12,405.91,404.32,401.68,438.46,516.41,448.32,5451.66,5353.65,4980.22,4765.33,4751.52,68.81,75.67,71.58,72.58,48.31,287.77,270.4,287.82,206.16,201.58,2.76,3.09,3.64,2.11,3.66,3.46,1.81,2.49,4.28,3.71,28.03,53.29,16.5,87.01,76.89,92.33,89.52,81.33,99.75,17.99,23.69,22.04,22.96,29.63,16.99
2025/6/11 14:43,78.68,89.56,72,46.14,8731.89,7693.96,7500.59,1218.17,1118.03,1116.94,1130.68,1174.85,1160.47,1038.65,1164.4,1149.37,1202.85,503.76,596.5,506.08,507.06,505.77,492.65,572.4,616.93,568.56,587.55,36.36,30.89,24.37,32.88,17.45,244.57,367.49,183.54,271.93,362.61,99.29,107.17,100.36,100.5,104.57,1402.31,1199.34,1129.41,1208.39,1565.97,866.67,1280.27,2977.75,776.51,3179.82,395.55,483.48,548.97,479.56,422.36,446.54,385.05,512.52,3957.22,2761.71,3070.92,3493.11,5164.36,65.16,52.72,45.76,70.69,60.86,297.97,207,265.13,253.17,249.73,0.86,1.14,0.28,0.89,3.7,0.63,2.14,3.48,3.48,0.15,96.91,80.7,91.74,35.82,48.04,31.19,46.3,38.28,59.9,59.28,12.09,9.33,12.59,13.97,27.18
2025/6/11 14:43,98.08,41.18,72.51,91.73,9786.27,7685.65,8854.38,1165.1,1077.42,1146.26,1086.66,1082.99,1161.6,1194.25,1127.29,1077.94,1036.5,479.37,619.56,498.86,498.45,458.11,479.21,617.54,581.3,483.3,531.22,19.76,33.71,16.4,16.64,22.52,235.42,325.62,269.1,242.88,351.02,103.93,96.49,106.93,104.74,97.84,1176.82,1110.67,1333.03,1185.42,1554.27,3946.96,1064.41,3550.21,2102.18,2827.87,524.29,542.59,388.81,509.08,531.17,516.61,526.89,508.62,2982.86,2681.64,5180.31,5215.61,5254.91,79.77,78.44,76.64,57.67,73.68,282.56,232.82,269.11,241.31,250.15,4.95,4.39,3.35,1.79,1.99,3.45,4.13,1.35,4.97,1.25,76.2,53.93,12.54,30.8,21.86,43.64,41.75,76.4,43.06,49.52,7.67,26.43,19.15,17.67,12.23
2025/6/11 14:43,47.56,87.59,64.88,64.1,9606,8331.85,9445.94,1185.5,1214.35,1038.83,1192.18,1097.96,1170.56,1082.9,1085.81,1049.18,1079.1,457.73,518.52,603.78,494.28,619.38,550.42,572.82,507.7,540.07,478.95,30.81,21.37,21.39,34.08,20.86,340.14,220.3,216.34,291.07,346.15,97.48,108.22,107.89,104.99,98.83,1345.12,1377.07,1273.63,1236.16,1150.4,2556.23,3408.12,2329.24,2930.37,4069.47,434.01,549.85,559.69,497.15,497.5,520.28,517.36,434.94,4638.01,5382.1,1713.59,4851.33,3823.2,71.86,67.08,47.15,76.08,63.08,294.3,286.7,223.42,218.85,297.17,0.49,4.97,1.46,4.09,3.28,0.96,1.3,1.46,2.14,3.28,59.02,17.57,65.47,93.22,29.02,47.13,17.11,98.23,97.68,14.64,21.08,11.5,19.95,6.23,24.13
2025/6/11 14:43,46.13,84.44,106.5,49.75,9687.7,9212.13,8082.81,1131.13,1160.21,1169.1,1048.11,1069.08,1174.81,1163.28,1101.77,1079.87,1068.99,487.33,492.53,530.23,502.81,598.53,614.01,511.35,533.79,584.54,487.27,28.05,34.78,22.48,16.61,15.54,282.65,311.25,311.41,205.26,365.25,103.08,105.77,99.61,102.19,99.05,1192.8,1482.5,1277.5,1336.71,1187.19,2366.31,679.59,2955.66,1110.66,1719.36,443.76,402.84,534.43,390.98,454.82,567.18,421.05,467.63,2192.51,2279.73,5192.32,5184.84,3029.78,58.9,58.69,71.52,45.23,77.88,282.79,217.19,221.11,231.65,296.29,0.78,2.23,0.88,3.15,5,1.85,4.95,2.79,3.03,1.15,33.19,73.97,58.23,96.38,31.18,50.97,83.45,97.62,15.05,82.81,23.13,17.93,23.47,8.3,9.58
2025/6/11 14:43,99.66,49.34,63.1,65.37,8189.06,8857.88,7905.38,1215.61,1212.52,1149.76,1159.94,1217.09,1174.36,1165.58,1168.76,1142.33,1091.5,465.63,597.11,488.03,597.21,506.79,470.11,583.07,610.25,522.89,458.44,30.23,31.32,37.46,39.06,37.17,279.65,225.17,284.15,367.09,333.89,102.06,101.41,104.11,99.5,104.69,1213.75,1201.69,1451.02,1241.45,1103.68,3166.94,2341.76,2403.75,3494.28,3262.95,429.69,533.11,551.49,566.77,426.03,557.97,554.62,448.51,3624.49,3813.96,2137.35,3394.06,1923.84,57.13,73.89,68.75,50.21,66.39,254.89,235.61,299.67,252.28,213.22,2.47,2.12,1.14,1.27,0.4,2.46,4.58,1.8,4.73,2.74,55.06,94.9,68.87,17.42,27.96,95.01,64.42,72.67,21.08,11.44,16.07,9.07,27.9,24.78,29.77
2025/6/11 14:43,48.55,43.34,66.69,92.93,8573.97,8195.6,9281.43,1063.27,1037.57,1195.17,1086.85,1175.5,1103.42,1110.24,1046.92,1075.46,1159.98,477.77,506.34,609.91,494.14,614.06,527.64,596.98,547.95,596.97,472.33,32.69,17.81,30.72,29.3,36.27,367.48,213.31,243.42,220.21,224.87,109.13,103.17,99.35,107.36,108.43,1425.25,1234.76,1517.23,1242.72,1558.71,1604.52,1765.78,2830.68,2370.2,2565.82,427.64,565.88,442.25,429.38,565.24,403.06,391.88,427.35,2412.07,1975.17,3149.93,3011.32,2193.34,70.87,57.87,45.29,52.72,61.5,266.27,244.93,218.58,260.08,275.93,0.55,3.11,1.25,2.67,0.76,4.89,4.45,4.31,3.81,3.82,93.42,44.26,74.89,39.7,94.96,61.47,79.72,65.48,94.12,42.11,24,8.5,6.31,14.78,22.48
2025/6/11 14:43,54.45,76.05,93.62,87.58,9335.73,8565.36,8889.82,1108.76,1041.55,1123.09,1093.71,1099.15,1111.98,1167.26,1106.13,1076.11,1171.98,493.42,571.49,607.99,585.3,466.21,479.54,463.73,589.79,491.8,494.45,17.88,21.9,31.81,30.34,19.51,230.85,192.7,257.68,373.77,292.58,108.94,108.42,106.03,105.16,102.46,1166.06,1116.9,1270.26,1218.23,1557,1762.26,2490.41,4296.75,2217.45,1975.62,435.12,460.45,534.5,554.08,514.01,399.96,414.05,509.5,2691.38,2897.75,5179.55,2276.75,4262.75,72.11,48.27,67.06,73.5,50.91,288.65,235.62,231.44,252.94,223.42,2.07,0.31,4.08,2.74,0.24,4.23,0.6,2.46,3.02,2.38,77.4,17.01,15.26,26.35,86.8,84.59,73.33,93.12,71.64,98.59,12.93,19.53,19.62,21.7,17.26
2025/6/11 14:43,66.12,56.6,94.58,48.75,9255.02,9463.23,8887.31,1119.71,1034.58,1085.48,1124.95,1065.33,1034.15,1062.92,1099.66,1206.56,1186.49,470.16,540.67,560.64,489.69,482.68,474.93,566.07,577.47,532.09,522.17,25.95,18.15,26.52,21.1,23.89,358.58,258.91,304.98,232.7,348.98,106.54,107.37,107.68,98.28,98.93,1388.75,1290.64,1511.69,1561.41,1224.76,2914.53,2845.43,517.06,3331.18,1480.8,406.65,505.48,388.71,488.08,417.71,521.62,464.6,467.49,2366.91,4206.25,3323.68,1973.18,3772.8,65.72,78.51,75.47,63.74,55.11,282.74,268.96,259.25,289.18,255.96,1.21,0.88,4.1,3.3,0.44,0.23,4.22,3.79,2.26,1.51,85.44,76.92,95.25,12.47,67.65,64.12,43.85,47.05,28.08,93.79,15.99,22.14,13.04,16.03,16.56
2025/6/11 14:43,106.04,62.45,56.93,59.3,9711.6,7503.48,8069.88,1160.16,1177.2,1149.9,1067.72,1204.95,1058.25,1140.82,1059.86,1163.45,1188.76,563.16,517.61,572.28,490.45,558.19,617.34,486.03,604.8,598.28,454.5,39.31,16.53,32.24,18.18,35.58,198.95,202.54,272.97,276.46,299.55,97.68,95.17,102.45,101.56,97.96,1376.61,1146.11,1110.96,1237.17,1351.22,2898.52,833.15,2839.62,888.81,2134.75,517.93,452.25,436.26,408.97,526.42,435.51,394.18,447.02,2520.9,1774.9,4798.58,1888.25,4884.95,46.01,76.64,52.37,60,45.94,271.04,281.64,213.19,284.99,263.62,0.5,1.22,3.42,3.5,2.39,0.43,1.23,0.77,0.31,3.12,55.75,61.73,74.16,19.48,47.09,64.51,55.55,94.96,54.1,42.32,26.02,23.61,23.39,24.81,28.36
2025/6/11 14:43,53.34,73.82,94.84,90.64,8467.26,8130.88,8220.83,1210.48,1077.37,1106.95,1132.53,1105.18,1145.89,1168.71,1213.51,1091.44,1048.65,596.42,523.3,498.5,490.92,454.41,540.31,592.89,491.51,488.39,464.5,24.19,27.22,37.33,39.97,37.28,295.94,195.71,351.49,207.87,313.37,99.57,99.72,106.25,100.74,102.96,1563.53,1304.18,1187.32,1244.72,1405.53,1194.91,3719.27,3302.58,2794.9,4289.89,389.89,557.7,469.3,464.64,506.69,454.01,555.03,475.75,3828.68,3354.68,1812.38,4551.3,1605.76,63.42,70.24,57.52,54.52,45.35,232.87,242.28,206.36,243.77,247.48,4.77,1.79,1.62,1.43,4.95,1.25,4.53,3.37,4.78,4.75,89.16,62.68,98.97,20.65,58.67,18.2,10.6,18.79,52.13,70.06,6.25,18.04,8.8,28.37,16.22
2025/6/11 14:43,49.27,68.2,108.57,57.65,9665.4,9466.22,9028.57,1141.35,1057.3,1150.73,1068.32,1042.86,1099.18,1128.57,1089.12,1042.03,1104.86,464.86,565.64,460.31,543.07,538.21,557.28,501.98,536.78,458.5,551.46,38.6,36.04,26.21,32.36,37.91,215.76,255.29,357.14,226.61,235.75,98.94,101.1,108.24,99.89,109.48,1560.08,1326.14,1534.82,1473.27,1566.41,3135.9,1299.88,3051.35,2747.37,973.06,409.17,535.76,515.97,569.23,422.75,491.38,506.72,398.31,4906.54,3255.54,1524.29,4443.91,2021.52,64.31,52.75,78.32,68.65,60.47,281.25,205.7,298.08,260.91,276.82,4.38,1.91,4.25,2.12,3.55,4.16,3.85,3.78,1.7,1.38,97.67,74.29,68.92,20.6,11.4,89.83,65.09,91.23,11.21,26.94,21.81,26.7,20.86,20.75,18.71
2025/6/11 14:43,78.91,82.35,95.38,65.89,8601.92,9245.56,9555.62,1093.38,1034.63,1112.45,1106.6,1180.75,1075.76,1177.85,1164.45,1089.22,1196.89,465.75,521.91,508.46,522.78,536.71,616.35,486.96,526.96,499.74,497.89,39.24,21.67,28.16,21.73,35.47,249.07,270.81,356.7,268.17,291.35,105.43,109.93,97.51,106.72,107.77,1493.36,1261.31,1123.21,1149.78,1305.18,1066.97,2506.8,4084.64,786.87,785.01,409.74,521.8,456.94,409.16,468.55,519.23,402.12,471.1,4516.09,3664.38,2688.58,5444.64,5326.01,59.61,65.9,71.11,54.47,56.22,276.6,259.23,289.71,293.09,295.12,0.91,4.8,3.41,2.29,1.02,0.33,3.49,3.2,4.92,2.83,60.97,57.55,37.29,47.25,75.71,27.36,90.94,26.57,71.84,51.81,21.14,28.39,16.67,13.92,22.55
2025/6/11 14:43,68.02,87.82,68.3,104.63,9034.65,7894.63,9050.08,1144.5,1134.27,1137.8,1156.04,1209.65,1135.43,1136.54,1182.5,1030.91,1044.35,584.17,527.76,469.41,592.58,472.24,600.67,571.13,585.61,540.3,552.31,22.32,29.11,18.91,35.14,24.53,352.11,336.66,368.52,185.36,322.86,101.27,108.05,105.8,100.82,97.74,1117.49,1102.62,1160.43,1398.98,1231.02,1804.63,901.83,1759.85,2023.29,2002.41,389.91,508.53,383.8,471.05,386.86,445.51,530.29,560.62,1569.4,1669.45,2719.76,1720.53,1583.8,54.77,67.94,74.65,52.09,53.01,202.99,202.65,228.67,203.05,216.39,4.27,0.83,0.78,4.59,1.09,3.93,3.03,2.06,4.53,2.12,43.05,21.83,53.33,64.1,77.49,16.08,18.41,37.57,71.03,83.61,24.39,10.88,29.17,26.83,25.07
2025/6/11 14:43,100.37,92.25,46.6,51.22,7700.45,9571,8107.49,1100.6,1170.58,1217.2,1173.37,1122.57,1158.83,1151.85,1031.68,1047.67,1099.11,484.38,490.06,545.74,588.86,555.76,552.68,568.43,542.74,584.02,549.96,24.26,17.55,18.42,20.2,26.53,366.91,193.73,227,264.9,318.85,106.44,104.64,109.58,105.05,106.42,1392.98,1339.14,1516.09,1113.78,1570.48,2124.56,2397.93,3950.62,1858.63,4201.86,383.16,495.63,504.12,380.26,420.91,417.87,392.42,560.96,4691.94,1946.42,4105.29,3799.42,4089.72,64.18,58.53,77.83,59.58,79.16,280.62,256.06,239.55,211.86,263.81,4.16,3.98,4.8,4,1.16,4.64,1.89,0.11,1.38,3.7,75.65,89.88,35.19,73.48,13.43,63.51,21.81,54.8,47.25,49.36,17.97,5.22,20.96,15.23,18.83
2025/6/11 14:43,41.79,73.13,76.9,106.46,8863.29,8286.32,7986.38,1205.94,1204.37,1191.49,1054.61,1127.12,1104.54,1060,1038.59,1120.29,1143.64,484.18,565.68,473.8,538.48,577.98,508.59,523,593.91,454.06,613.47,31.06,35.44,32.91,21.26,16.34,327.33,223.09,247.51,214.77,312.24,104.13,108.44,96.09,95.68,108.04,1453.29,1500.03,1523.73,1496.85,1500.69,1578.59,530.95,1710.47,2848.7,808.68,563.26,447.39,484.51,380.57,397.05,551.28,482.34,548.18,3873.59,2130.49,3091.84,1529.7,1855.81,67.84,46.18,52.78,51.48,63.31,275.62,209.6,237.75,267.83,266.53,4.88,2.8,1.95,4.24,0.6,1.47,2.32,1.87,4.9,2.18,67.77,63,43.46,73.16,57.45,29.5,78.09,91.38,35.6,16.36,15.54,10.78,25.94,5.58,22.15
2025/6/11 14:43,78.15,80.59,105.67,44.21,8259.79,8692.58,8967.52,1092.98,1183.72,1213.58,1212.55,1116.81,1113.11,1215.82,1140.23,1053.27,1185.21,496.61,456.56,471.22,619.84,605.83,531.88,469.46,614.22,569.26,489.21,16.87,35.35,36.97,33.61,20.86,367.33,253.75,318.8,198.21,378.54,99.75,109.09,100.75,103.21,97.54,1232.36,1232.97,1563.04,1442.97,1294.42,4184.91,3086.14,2891.64,4085.85,1090.58,389.68,561.37,535.04,451.72,535.82,433.26,476.87,424.36,1768.68,4123,4684.11,1569.02,4517.4,68.97,58.13,79.48,70.9,67.1,292.33,239.56,256.97,222.01,219.11,2.62,3.04,1.65,3.54,1.89,0.9,2.41,0.82,1.86,2.62,36.2,66.9,32.57,23.16,59.82,86.99,47.51,75.13,87.76,66.33,22.91,28.09,13.12,9.63,12.39
2025/6/11 14:43,63.66,47.66,104,59.39,8903.55,9797.63,8807.6,1206.49,1133.03,1202.49,1217.95,1109.05,1143.05,1073.55,1116.85,1153.82,1041.13,507.25,460.79,501.55,610.37,561.73,566.21,564.67,519.21,471.25,468.35,31.59,25.55,19.73,31.32,18.9,315.37,262.03,212.52,221.16,355.13,95.89,107.15,99.48,98.34,100.34,1405.77,1321.96,1129.83,1171.46,1225.42,4071.86,1815.78,2651.86,4067.37,4258.63,469.31,466.08,523.38,396.71,567.37,432.92,462.77,386.36,4396.38,5001.75,4722.08,4476.95,3061.17,79.34,60.21,70.11,46.29,64.09,209.39,230.73,260.46,275.49,287.8,2.5,3.76,0.51,4.87,2.08,3.02,1.64,3.21,1.88,4.99,70.08,76.21,28.31,69.92,25.65,85.61,41.4,51.04,51.2,42.53,16.28,27.58,18.5,14.73,5.85
2025/6/11 14:43,108.36,92.1,56.12,60.24,7935.37,8394.63,7931.6,1097.39,1093.01,1142.17,1093.6,1134.76,1090.22,1048.24,1150.78,1099.6,1148.59,561.79,599.37,607.07,611.79,465.81,477.38,498.54,555.21,515.76,545.59,39.85,23.65,25.95,25.78,17.28,198.82,222.82,196.94,243.65,299.56,107.7,107.89,104.09,98.53,95.87,1402.21,1245.74,1405.65,1560.75,1136.62,3216.26,2767.26,3407.17,1266,1140.49,418.58,539.66,430.03,480.66,569.03,466.16,563.97,486.95,3356.1,4666.45,2181.57,4953.91,3635.26,52.45,53.87,64.34,48.53,58.48,288.06,275.69,276.16,212.09,260.73,0.12,0.7,4.64,4.57,3.84,1.76,4.98,0.4,0.92,0.74,37.76,98.18,64.01,95.93,66.32,66.46,89.53,18.92,24.81,50.93,11.85,12.44,5.21,12.24,10.6
2025/6/11 14:43,71.8,52.89,81.85,73.71,8641.12,9093.1,9788.76,1040,1147.54,1130.75,1139.06,1040.27,1031.22,1150.91,1159.4,1074.01,1041.82,548.59,452.17,598.84,601.51,478.75,616.24,599.28,609.16,467.96,507.58,34.48,33.52,35.72,36.16,18.26,330.05,190.65,250.67,270.74,275.73,109.47,96.67,107.75,104.59,109.22,1190.17,1145.19,1547.11,1164.27,1486.75,2613.23,4046.43,3955.09,3496.21,2704.15,560.99,391.41,531.93,538.55,503.21,491.95,567.76,526.51,2119.38,3116.23,2678.13,2587.23,2412.88,53.99,71.23,51.8,63.57,60.51,267.12,266.21,207.01,293.39,272.74,0.5,4.13,3.46,4.45,4.67,3.12,3.98,4.95,0.23,4.2,45.62,75.24,40.33,99.91,95.69,13.62,71.41,20.35,71.82,30.07,25.68,23.53,19.25,14.19,16.05
2025/6/11 14:43,50.84,78.86,65.17,58.27,8824.09,8478.11,8785.73,1120.25,1115.31,1183.1,1167.45,1057.34,1116.66,1213.8,1174.52,1170.7,1095.14,510.77,478.76,616.43,592.46,453.54,546.28,505.13,601.61,465.53,566.46,35.16,26.7,18.16,37.95,20.4,252.54,233.52,219.38,305.19,240.29,96.4,95.41,97.66,106.9,106.89,1184,1331.62,1147.33,1143.63,1137.38,4267.77,1804.81,1847.86,1518.18,852.64,489.34,525.35,431.91,535.34,536.75,507.36,443.57,466.53,4766.25,1760.06,1903.81,2882.73,4533.94,46.71,55.24,76.09,72.08,62.65,229.27,276.69,290.61,277.33,234.93,0.92,3.92,0.81,4.53,2.09,2.2,4.5,3.15,3.72,1.74,14.05,49.26,56.3,28.18,44.08,88.34,79.88,32.61,79.75,15.27,7.87,5.99,27.92,19.03,19.8
2025/6/11 14:43,77.77,46.08,86.41,108.69,8825.58,7734.91,8596.83,1076.02,1140.4,1083.72,1097.21,1098.67,1124.88,1205.24,1055.76,1050.89,1167.83,472.12,472.13,584.53,578.4,565.81,450.37,604.07,591.34,519.92,547.76,29.75,16.19,34.34,29.21,34.69,312.36,183.01,368.12,267.68,203.33,100.2,109.65,104.52,106.16,102.75,1410.3,1419.79,1505.38,1140.4,1409.65,4084.21,1938.42,4296.75,2001.66,755.25,489.75,543.04,397.15,422.86,454.04,405.35,470.74,417.94,1649.37,5021.32,1675.34,2881,4474.15,69.51,51.67,58.47,51.68,56.55,233.95,252.89,279.57,219.58,233.04,3.87,0.4,0.39,4.55,0.29,3.6,2.41,0.13,3.24,1.44,64.72,96.05,76.82,91.32,49.73,74.04,19.66,45.59,17.59,87.71,13.43,18.43,22.49,5.33,22.65
2025/6/11 14:43,108.19,72.3,107.82,75.12,9295.44,9666.08,9571.57,1091.51,1207.54,1177.88,1114.34,1075.96,1173.21,1190.29,1202.36,1183.54,1199.76,511.46,590.4,511.01,565.29,540.69,592.11,572.35,583.13,498.53,509.49,21.96,15.04,37.96,34.33,31.82,287.55,229.84,244.52,354.08,249.58,98.79,96.34,109.01,95.51,106.24,1406.78,1181.16,1563.11,1549.08,1246.13,693.69,1854.35,4252.9,4413.72,2747.25,546.49,530.56,516.5,384.91,469.61,527.18,554.31,523.97,3289.71,5009.72,2733.51,3354.82,3099.81,63.59,65.09,71.87,46.15,73.16,230.02,273.61,290.93,244.08,200.58,1.64,4.58,3.07,1.34,0.21,1.8,2.05,1.34,2.78,2.81,90.3,72.12,16.12,78.98,39.43,83.56,83.08,58.81,10.99,90.36,18.97,26.2,6.4,9,6.29
2025/6/11 14:43,42.4,84.71,102.43,86.04,8802.13,8466.19,9232.15,1150.92,1132.5,1136.12,1157.83,1074.21,1219.19,1092.51,1125.94,1054.63,1037.52,470.87,607.81,521.88,546.91,523.9,616.18,508,513.71,592.24,591.43,28.33,16.38,24.89,23.26,23.63,375.21,369.52,276.48,200.23,185.23,108.33,102.35,109.95,106.13,109.33,1488.14,1405.73,1147.2,1164.94,1191.13,3132.62,2269.11,894.64,3985.56,3142.35,461.44,540.37,381.87,505.94,504.12,438.18,430.91,518.7,2209.09,4487.84,2447.29,2573.92,5469.56,46.01,74.91,60.89,77.67,65.09,250.54,277.72,293.54,202.31,236.15,3.13,1.26,1.83,1.43,0.62,1.02,0.7,4.59,2.63,4,34.55,30.25,16.33,15.17,14.94,96.2,68.59,99.68,72.56,16.79,13.9,16.4,13.08,7.34,14.03
2025/6/11 14:43,40.97,99.84,93.13,85.07,8146.99,9069.08,8383.53,1088.84,1148.89,1079.61,1033.13,1194.72,1148.19,1108.94,1113.34,1059.03,1080.32,610.15,607.15,462.16,597.1,569.46,455.37,533.36,488.83,599.16,502.8,31.54,25.87,18.64,17.36,18.16,282.53,360.04,232.95,262.37,269.16,108,104.61,109.48,96.84,95.47,1548.92,1410.97,1288.2,1468.21,1501.12,3882.81,3668.44,929.87,4303.56,1026.06,414.19,536.48,429.45,551.05,424.92,483.62,569.14,512.37,5060.3,3459.61,5101.96,4947.43,4620.07,49.19,46.28,64.15,74.7,64.68,299.41,288.87,215.63,269.17,259.66,0.97,0.74,2.28,2.55,3.06,2.08,3.84,0.14,1.66,2.2,37.48,70.78,74.77,20.98,37.36,57.06,14.55,64.67,46.33,63.31,14.77,12.54,5.56,14.16,23.35
2025/6/11 14:43,49.45,85.61,57.54,67.81,8487.65,9002.78,8894.65,1161.41,1086.22,1049.81,1100.81,1064.01,1103.28,1084.09,1080.81,1191.45,1033.27,590.99,481.23,546.7,482.1,597.69,583.46,556.03,503.2,526.68,581.17,25.28,32.39,26.91,25.1,18.64,268.62,275.8,288.94,258.56,264.21,99.85,101,105.86,96.16,109.44,1270.34,1323.21,1483.11,1287.8,1283.15,2804.33,2466.85,3757.88,2973.1,2840.2,501.31,408.53,430.97,551.34,552.74,401.62,472.99,474.19,4367.36,3675.25,3213.41,3563.28,4481.06,50.75,47.04,78.88,79.94,70,219.71,256.55,219.49,282.84,273.48,0.54,1,0.92,0.64,0.4,0.12,0.99,3.38,0.17,2.58,11.4,21.74,88.66,54.94,41.8,83.93,41.61,42.99,75.68,78.08,19.26,19.43,18.33,17.95,21.5
2025/6/11 14:43,96.43,67.38,58.08,71.08,8617.55,8172.25,7582.38,1047.23,1139.91,1120.61,1113.37,1114.9,1142.38,1044.51,1066.62,1079.09,1216.25,540.9,554.39,489.8,498.35,588.21,516.92,527.4,554.87,483.08,491.1,23.45,28.84,17.11,39.17,30.81,239.4,206.37,232.35,336.08,311.1,105.29,103.96,102.98,103.34,108.84,1529.91,1419.69,1367.54,1519.17,1127.82,4132.74,1040,1354.96,1399.09,1896.74,553.38,474.68,491.48,505.82,411.71,544.07,448.91,416.23,5450.02,5029.66,5387.24,2265.11,2810.42,77.62,51,48.59,63.88,57.38,209.93,205.76,220.16,228.7,273.9,1.74,1.78,4.14,0.85,3.61,1.17,0.31,1.88,2.63,2.14,36.3,56.96,88.92,63.07,98.93,68.03,75.86,74.88,95.65,88.44,12.37,28.1,6.23,5.74,8.54
